neutronNum,protonNum,sumStepLengths,numInteractions,numElastic,primary,
0,0,236.567,18,18,1,
0,0,29.3003,2,1,1,
0,0,192.45,6,6,0,
0,0,325.586,25,25,1,
0,0,185.599,15,14,1,
0,0,47.4367,4,3,1,
0,0,82.5747,4,4,0,
0,0,120.827,9,8,1,
0,0,111.214,3,3,0,
0,0,14.2028,1,0,1,
0,0,193.357,5,5,0,
0,0,24.1703,1,0,1,
0,0,180.503,6,6,0,
0,0,1.1692,1,0,1,
0,0,5.1601,1,1,0,
0,0,36.3184,2,1,1,
0,0,169.903,6,6,0,
0,0,516.515,29,29,1,
0,0,50.8274,5,4,1,
0,0,120.768,2,2,0,
0,0,28.9812,2,1,1,
0,0,129.922,5,5,0,
0,0,26.8572,3,2,1,
0,0,16.4664,1,1,0,
0,0,4.59184,1,1,1,
0,0,362.164,24,24,1,
0,0,3.36413,1,0,1,
0,0,5.91308,0,0,0,
0,0,48.3172,4,3,1,
0,0,66.6781,2,2,0,
0,0,361.829,19,19,1,
0,0,54.0482,7,7,1,
0,0,21.155,3,2,1,
0,0,377.535,18,18,0,
0,0,39.8471,2,1,1,
0,0,92.4475,2,2,0,
0,0,1.12279,1,1,1,
0,0,32.4375,1,1,1,
0,0,129.48,10,9,1,
0,0,186.431,7,7,0,
0,0,94.862,5,4,1,
0,0,188.749,6,6,0,
0,0,60.7029,7,6,1,
0,0,93.9878,3,3,0,
0,0,23.5674,2,1,1,
0,0,25.6176,2,2,0,
0,0,77.4217,10,9,1,
0,0,32.709,0,0,0,
0,0,10.5124,1,1,1,
0,0,0.325731,1,1,1,
0,0,33.4629,3,2,1,
0,0,128.727,2,2,0,
0,0,42.5979,1,0,1,
0,0,440.906,20,20,0,
0,0,87.9457,7,7,1,
0,0,223.873,17,17,1,
0,0,763.125,25,25,1,
0,0,10.49,1,1,1,
0,0,19.127,1,0,1,
0,0,94.1844,6,6,0,
0,0,18.4506,1,1,1,
0,0,28.3109,2,2,1,
0,0,41.5713,2,1,1,
0,0,132.242,7,7,0,
0,0,5.74529,1,1,1,
0,0,6.88207,2,1,1,
0,0,198.679,3,3,0,
0,0,31.6392,2,1,1,
0,0,129.478,4,4,0,
0,0,85.504,9,8,1,
0,0,257.208,12,12,0,
0,0,0.970869,1,0,1,
0,0,0.997726,0,0,0,
0,0,40.4228,3,2,1,
0,0,43.574,0,0,0,
0,0,96.0062,10,9,1,
0,0,25.1946,2,2,0,
0,0,11.1342,2,1,1,
0,0,114.113,0,0,0,
0,0,61.9996,6,5,1,
0,0,201.887,7,7,0,
0,0,6.85461,1,1,1,
0,0,7.35387,2,1,1,
0,0,144.091,7,7,0,
0,0,57.9306,5,4,1,
0,0,169.842,3,3,0,
0,0,5.05496,1,1,1,
0,0,97.7855,6,6,1,
0,0,49.108,4,3,1,
0,0,200.573,7,7,0,
0,0,8.84694,1,1,1,
0,0,295.42,11,11,1,
0,0,425.807,26,26,1,
0,0,4.48792,1,1,1,
0,0,33.4666,5,4,1,
0,0,338.196,10,10,0,
0,0,120.266,6,5,1,
0,0,154.271,6,6,0,
0,0,7.49341,1,0,1,
0,0,185.203,6,6,0,
0,0,13.686,2,2,1,
