eventID,numPhotons,numUp,numDown,coincidenceTime,numElasticSensitive,scatteredInelastically,scatteredNotSensitive,nucleusRecoilEnergy,timeOfFlight,detector,
1070971,345,16,22,0,1,0,0,0,91.7186,A2,
1071257,169,11,10,0,1,0,0,0,79.1298,A4,
1073822,1091,65,84,0,1,0,0,0,80.9254,A7,
1074303,163,8,11,0,1,0,0,0,153.725,A0,
1074640,433,30,33,0,1,0,0,0,80.8358,A3,
1074997,648,33,49,0,1,0,0,0,88.7135,A2,
1075946,388,15,34,0,1,0,0,0,78.25,A3,
1076590,790,32,59,0,1,0,0,0,80.1878,A5,
1076816,892,46,56,0,1,0,0,0,81.7591,A6,
1079734,565,39,45,0,1,0,0,0,79.3643,A4,
1079949,1190,80,74,0,2,0,0,0,80.5304,A5,
1082977,811,38,62,0,1,0,0,0,80.4484,A5,
1083135,959,62,73,0,1,0,0,0,78.9342,A6,
1083822,822,47,62,0,1,0,0,0,78.2051,A5,
1084154,918,50,64,0,1,0,0,0,81.6782,A6,
1084775,459,30,37,0,1,0,0,0,77.8565,A3,
1084820,152,7,17,0,1,0,0,0,148.805,A0,
1085799,1088,63,83,0,1,0,0,0,81.9999,A7,
1086091,1061,54,83,0,1,0,0,0,81.7621,A7,
1087136,344,12,19,0,1,0,0,0,90.9806,A2,
1087272,175,7,6,0,1,0,0,0,152.21,A0,
1088406,1045,67,72,0,2,0,0,0,81.7904,A6,
1088463,358,20,23,0,1,0,0,0,77.3898,A3,
1089222,1634,75,99,0,2,0,0,0,81.8808,A6,
1090812,376,26,27,0,1,0,0,0,78.3797,A3,
1092231,140,5,5,0,1,0,0,0,154.512,A1,
1092469,345,27,27,0,1,0,0,0,79.1239,A3,
1094345,569,43,44,0,1,0,0,0,78.2656,A4,
1094877,542,26,37,0,2,0,0,0,153.229,A1,
1095754,1245,61,91,0,2,0,0,0,82.5737,A7,
1095842,363,15,30,0,1,0,0,0,89.8762,A2,
1095862,874,48,65,0,2,0,0,0,92.8788,A2,
1101577,904,40,76,0,1,0,0,0,79.659,A6,
1101985,789,41,51,0,1,0,0,0,80.2394,A5,
1102306,351,22,23,0,1,0,0,0,89.6847,A2,
1102940,152,7,10,0,1,0,0,0,148.003,A0,
1104264,261,10,22,0,1,0,0,0,79.7389,A3,
1105622,1666,81,123,0,2,0,0,0,81.9764,A6,
1107406,1011,65,71,0,1,0,0,0,81.9186,A6,
1107424,367,20,36,0,2,0,0,0,92.0902,A2,
1108447,1148,72,82,0,1,0,0,0,79.3696,A7,
1109865,362,15,20,0,1,0,0,0,79.0764,A3,
1109949,150,3,14,0,1,0,0,0,151.608,A0,
1111403,192,13,12,0,1,0,0,0,146.991,A0,
1112279,345,21,20,0,1,0,0,0,92.5631,A2,
1112510,675,40,51,0,2,0,0,0,148.346,A1,
1113200,1096,70,75,0,1,0,0,0,79.9966,A7,
1113924,607,34,30,0,1,0,0,0,78.7509,A5,
1115294,802,39,74,0,1,0,0,0,81.9022,A5,
1115892,944,48,72,0,1,0,0,0,82.1518,A6,
1116551,315,16,22,0,1,0,0,0,91.4547,A2,
1117397,1625,86,130,0,2,0,0,0,82.3695,A7,
1118039,1641,87,139,0,2,0,0,0,81.844,A5,
1118490,1019,65,57,0,1,0,0,0,79.3143,A6,
1119192,364,21,26,0,1,0,0,0,89.6979,A2,
1120947,223,13,13,0,1,0,0,0,93.3145,A2,
1121633,789,46,75,0,1,0,0,0,79.0251,A5,
1122125,1033,58,76,0,2,0,0,0,90.5581,A2,
1124248,1065,68,74,0,1,0,0,0,79.8985,A7,
1124855,193,13,12,0,1,0,0,0,153.184,A0,
1126455,1111,54,95,0,1,0,0,0,79.9325,A7,
1127379,741,42,52,0,1,0,0,0,83.9575,A7,
1129507,740,34,68,0,2,0,0,0,89.82,A2,
1131156,891,46,57,0,1,0,0,0,82.014,A6,
1132335,633,22,40,0,2,0,0,0,147.44,A1,
1132997,316,19,29,0,1,0,0,0,151.071,A1,
1133965,377,21,28,0,1,0,0,0,76.6802,A3,
1135414,361,15,29,0,1,0,0,0,91.5668,A2,
1137014,963,50,72,0,1,0,0,0,80.6025,A6,
1138148,609,40,45,0,1,0,0,0,80.8116,A4,
1138498,813,46,60,0,1,0,0,0,80.5009,A5,
1139182,1104,61,84,0,1,0,0,0,81.5573,A7,
1140522,394,19,32,0,1,0,0,0,89.634,A2,
1140674,272,16,29,0,1,0,0,0,153.061,A1,
1142864,1042,70,78,0,1,0,0,0,82.5805,A7,
1143374,363,26,27,0,1,0,0,0,79.6641,A3,
1144838,1292,69,103,0,2,0,0,0,82.0916,A7,
1145084,396,21,32,0,1,0,0,0,76.7643,A3,
1146050,464,32,27,0,1,0,0,0,76.1956,A3,
1146208,375,18,27,0,1,0,0,0,78.3853,A3,
1146252,348,15,26,0,1,0,0,0,92.1919,A2,
1147238,309,16,24,0,1,0,0,0,90.2045,A2,
1147842,407,26,35,0,1,0,0,0,89.1885,A2,
1148956,182,14,19,0,1,0,0,0,151.586,A0,
1149188,37,1,4,0,1,0,0,0,81.464,A5,
1149339,418,20,28,0,1,0,0,0,77.1582,A3,
