eventID,experimentalRecoilEnergy,timeOfFlight,
2427718,7.2818,46.4522,
2429242,14.9213,44.6629,
2432899,0.694275,45.0105,
2438964,13.1216,43.8667,
2439865,11.2424,43.431,
2440952,10.5981,42.5676,
2443604,7.15493,45.526,
2447747,7.36022,43.0076,
2447895,11.0144,45.3257,
2450576,11.7714,43.976,
2451528,13.0181,43.7001,
2454898,9.63549,46.9649,
2455852,7.44184,44.4494,
2458257,11.1046,47.4566,
2458412,12.4721,43.652,
2458771,10.1035,45.2926,
2462591,12.3228,46.2954,
2468413,9.91305,44.2771,
2469198,13.887,43.4547,
2472180,5.47981,47.6925,
2480096,14.9737,45.6973,
2481416,11.5247,44.5467,
2483415,11.087,44.3671,
2483673,12.836,45.5972,
2485322,15.7544,44.3431,
2488979,11.0869,47.8581,
2489741,14.4013,43.9119,
2489852,8.1622,42.9333,
2492186,8.265,46.7953,
2498871,7.9712,47.3316,
2500992,6.03956,46.4437,
2502081,9.82374,43.737,
2503431,11.4166,45.2105,
2503465,13.2924,43.6981,
2504889,11.9533,45.2964,
2508421,8.86129,46.01,
2513481,17.0694,43.5865,
2515406,14.3505,45.6324,
2522619,13.4348,44.6833,
2522951,13.5545,48.3634,
2523642,9.7266,45.3147,
2525903,11.4118,44.0895,
2527662,7.94352,47.0644,
2528226,11.4585,48.5618,
2533072,12.5432,43.9358,
2540467,11.9495,43.7026,
2542337,16.9701,46.0825,
2544395,11.1553,43.6112,
2546627,11.8256,43.1067,
2547626,102.6,43.2339,
2548651,8.27995,43.8433,
2548656,12.2738,43.2413,
2552336,8.28667,48.6617,
2556522,15.9858,46.7222,
2560392,9.78704,44.7382,
2561936,12.7678,45.0101,
2562073,10.7006,43.4209,
2566287,12.0633,45.4936,
2568517,15.0486,47.0674,
2568861,15.6437,47.0432,
2568883,11.4577,48.3019,
2569024,65.458,44.9139,
2576078,16.6411,45.1939,
2578129,7.69714,44.0242,
2578232,8.33152,44.2953,
2579591,16.6941,43.3148,
2581187,1.51724,46.9311,
2586910,10.6044,45.4722,
2587753,10.9532,45.6146,
2590835,9.08907,44.5835,
2591476,6.41954,43.8479,
2593710,11.1993,46.4454,
2600347,9.85092,46.3837,
2600463,11.3947,44.1752,
2603195,0.144473,44.93,
2604191,8.21404,46.632,
2607602,9.08549,45.4434,
2611171,75.1669,45.6997,
2613962,13.016,45.6778,
2614310,15.2426,44.5793,
2614424,12.471,45.5141,
2618642,22.8705,44.1525,
2619460,10.6043,46.5005,
2619634,11.474,46.9412,
2619882,17.2799,44.4593,
2619927,0.759694,46.7151,
2621565,105.019,45.8864,
2623573,8.69545,43.7471,
2625899,13.2778,44.7026,
2627938,10.2504,45.7305,
2628120,12.58,43.9462,
2628248,11.4476,43.5707,
2632301,38.8873,45.9496,
2633238,7.67004,42.7412,
2633242,14.6028,45.5022,
2633801,12.4136,43.6414,
2649947,8.28845,42.4869,
2650350,9.37162,43.2694,
2653751,12.0824,48.3488,
2654224,12.8336,44.739,
2655563,10.7952,47.1531,
2658865,8.65932,43.3476,
2660287,7.95627,48.6333,
2664331,11.79,46.3227,
2665735,13.3116,46.0496,
2667377,14.6449,48.4499,
2668209,13.0242,44.424,
2669029,13.3272,47.2208,
2673936,13.3119,43.8333,
2675043,17.1368,44.4138,
2679098,14.2274,43.3343,
2682923,14.3394,48.7456,
2683269,7.52906,48.9788,
2683665,10.0211,42.5721,
2687009,11.3449,48.5092,
2688371,8.7256,43.1081,
2689341,15.5342,43.2253,
2693326,14.1236,46.967,
2695698,13.5431,45.8964,
2705693,13.0942,46.997,
2706845,20.0044,46.995,
2707870,8.64593,43.8274,
2716756,7.84859,43.7694,
2721379,8.47989,43.7504,
2721862,8.68259,43.1844,
2723966,15.2877,42.9864,
2724627,14.732,42.7255,
2727180,8.06986,46.7668,
2727754,8.47092,46.1544,
2729949,10.5608,47.1255,
2730584,34.2993,45.4236,
2733247,13.4458,46.0443,
2733318,17.3314,43.5249,
2734769,12.882,46.0136,
2737316,11.481,45.7314,
2737510,76.763,42.9226,
2743248,8.22979,42.8963,
2744075,12.913,46.8795,
2746099,21.973,45.5228,
2747276,9.80056,47.0344,
2749618,384.175,46.6491,
2750380,12.9677,47.8822,
2750588,10.0708,44.7264,
2751607,16.0576,45.6203,
2764418,14.5167,47.2169,
2766393,41.6353,46.3944,
2767749,8.51798,44.8921,
2777475,13.9358,43.8192,
2777579,13.3442,46.5772,
2779858,31.9781,45.128,
2780029,11.3519,44.1002,
2782469,14.1252,43.1261,
2784488,17.3153,43.7656,
2785577,8.78821,43.2944,
2786211,8.84978,45.808,
2789606,23.176,44.7735,
2790100,15.5212,43.9932,
2790289,16.5523,46.8562,
2792113,10.6317,44.106,
2793584,11.253,48.5612,
2798728,13.5639,48.7614,
2799589,9.7934,43.7883,
2800145,14.9344,45.8418,
2800894,10.6691,46.799,
2801394,16.8271,43.9579,
2803260,11.758,45.8991,
2811024,9.85621,44,
2811177,14.5046,47.9913,
2812439,8.39385,44.3839,
2815701,11.8285,44.2352,
2819493,8.71752,46.909,
2819585,8.32679,42.5869,
2826187,11.8333,43.3894,
2829624,9.72201,47.1684,
2830162,13.0488,45.9593,
2830441,9.93855,43.5664,
2834096,13.2012,45.6116,
2838594,11.3336,42.3184,
2839056,11.2146,45.6699,
2841550,18.9418,45.7416,
2845529,12.9021,44.289,
2845952,13.9633,48.0601,
2852290,11.6292,45.9103,
2852463,13.6495,45.3604,
2853945,24.4499,44.4561,
2855381,8.8553,45.2603,
2855824,17.2234,43.5225,
2856018,9.15021,43.0476,
2857688,12.6052,43.1423,
2857910,13.3341,45.3912,
2858973,8.53891,45.6202,
2861116,9.26729,43.4322,
2865227,8.91247,44.5843,
2865887,54.3737,48.3657,
2867244,9.40819,47.3509,
2867359,12.3172,44.5302,
2870079,9.76117,48.4897,
2874095,4.2945,48.2041,
2875222,10.5291,45.0817,
2876215,13.2151,48.0123,
2876306,2.70913,46.8212,
2876532,16.5584,46.2025,
2878314,13.9009,42.7454,
2878435,200.982,47.062,
2878604,60.9257,45.0435,
2879768,16.1095,43.8388,
2882487,104.244,46.8484,
2882913,11.0974,44.8382,
2883141,13.5056,45.8094,
2890329,11.951,45.6846,
2892036,14.4923,44.2955,
2893874,11.0474,44.5602,
2897027,10.7267,43.5403,
2899109,15.84,46.2893,
2906193,13.8564,44.9167,
2907090,15.2749,43.4681,
2909935,14.4422,46.5874,
2910726,33.4292,44.4803,
2911316,12.7823,46.4509,
2914606,26.5151,44.6765,
2915662,35.4584,43.7566,
2917653,11.3486,44.2763,
2918591,12.8139,46.8079,
2920893,12.4154,44.6184,
2923233,9.05652,45.9224,
2927591,3.55429,44.4773,
2928280,98.9982,44.3897,
2931908,8.99346,43.8155,
2933616,12.082,45.0578,
2934660,9.56292,48.0407,
2934830,24.6668,43.8507,
2936567,6.7795,45.1591,
2937089,11.3225,44.4513,
2940705,10.1889,45.5457,
2942740,27.8752,46.7594,
2951279,205.693,48.6195,
2952531,14.8576,43.1799,
2955592,13.4581,42.3996,
2957755,11.2315,46.2086,
2958784,0.567815,45.9203,
2959445,15.2293,43.8543,
2959737,1.32841,44.1573,
2960007,7.03306,46.004,
2962063,12.4386,43.4218,
2962552,11.7912,47.926,
2965675,16.2301,46.6308,
2967311,8.19762,47.3277,
2967569,12.5704,48.0032,
2973857,14.4585,48.8391,
2979029,11.4665,45.6187,
2981310,14.2827,43.2652,
2986248,14.3159,45.0845,
2987465,8.76686,47.3639,
2988387,16.0182,44.5887,
2990367,9.77699,45.3539,
2995993,9.63909,44.274,
2996346,34.6795,43.1223,
2996749,12.2011,44.7634,
2997638,15.6581,45.2549,
