eventID,energy,recoilAngle,neutronAngle,
2760,2.48998,1.36507,0.401565,
2762,2.49559,1.43489,0.26519,
2763,2.49205,1.3878,0.357144,
2764,2.48991,1.36433,0.403008,
2765,2.41794,0.946549,1.22471,
2766,2.33488,0.593292,1.93135,
2768,2.28146,0.305003,2.5168,
2771,2.46763,1.19491,0.734813,
2772,2.48919,1.35698,0.417377,
2773,2.4854,1.32166,0.48645,
2774,2.49252,1.39335,0.346314,
2775,2.49637,1.44748,0.240616,
2777,2.43457,1.0217,1.07595,
2778,2.48422,1.31158,0.506167,
2779,2.32972,0.569864,1.97865,
2780,2.47104,1.21619,0.693068,
2781,2.4743,1.23755,0.651175,
2783,2.28913,0.357015,2.41069,
2784,2.4958,1.43825,0.258632,
2786,2.2981,0.410801,2.30116,
2787,2.2866,0.340571,2.44422,
2788,2.27443,0.24939,2.63044,
2790,2.46153,1.18039,0.761408,
2791,2.48447,1.31373,0.501973,
2792,2.49693,1.45752,0.221018,
2794,2.34506,0.638253,1.84072,
2795,2.47841,1.26632,0.594786,
2796,2.46757,1.19455,0.735537,
2797,2.49855,1.49293,0.15191,
2798,2.27171,0.224569,2.68122,
2799,2.48658,1.33219,0.465852,
2801,2.49144,1.38083,0.370774,
2802,2.2656,0.156047,2.82155,
2803,2.28667,0.34103,2.44328,
2804,2.44497,1.07169,0.977259,
2805,2.47915,1.27174,0.584174,
2806,2.46619,1.18619,0.751947,
2808,2.48268,1.29892,0.530941,
2809,2.49849,1.49132,0.155057,
2810,2.49156,1.38226,0.367973,
2811,2.47535,1.2447,0.63716,
2812,2.28315,0.317093,2.49212,
2813,2.4954,1.43193,0.270959,
2814,2.26731,0.177815,2.77695,
2815,2.366,0.727392,1.66163,
2816,2.26301,0.1159,2.90384,
2817,2.49092,1.37517,0.381838,
2819,2.48855,1.35072,0.429624,
2820,2.26037,0.0488813,3.0413,
2821,2.49697,1.45827,0.219543,
2822,2.48116,1.28694,0.554405,
2823,2.47427,1.23738,0.6515,
2824,2.28159,0.305977,2.51481,
2825,2.48292,1.30084,0.527195,
2826,2.29958,0.41915,2.28417,
2827,2.27824,0.280785,2.56627,
2828,2.27363,0.242318,2.64491,
2829,2.48794,1.3448,0.441189,
2831,2.47208,1.22286,0.679966,
2832,2.32918,0.56742,1.98359,
2834,2.43164,1.00811,1.1028,
2835,2.49289,1.39786,0.337491,
2836,2.26331,0.12124,2.89289,
2837,2.46765,1.19506,0.73453,
2838,2.49114,1.37758,0.377115,
2839,2.48642,1.33074,0.468696,
2840,2.46485,1.17828,0.767479,
2841,2.49797,1.47885,0.17939,
2842,2.48444,1.31348,0.502452,
2843,2.49164,1.38312,0.36629,
2844,2.26592,0.160289,2.81285,
2845,2.33921,0.612585,1.89243,
2847,2.45736,1.13589,0.850812,
2848,2.47286,1.22797,0.669955,
2849,2.33579,0.597346,1.92317,
2850,2.28955,0.359663,2.40529,
2852,2.2644,0.138926,2.85663,
2854,2.27567,0.259939,2.60887,
2856,2.48343,1.30501,0.51904,
2857,2.46083,1.15513,0.812968,
2858,2.49975,1.53831,0.0633781,
2859,2.33081,0.574846,1.96859,
2860,2.26319,0.119179,2.89712,
2861,2.47648,1.2525,0.621862,
2862,2.32257,0.536602,2.04591,
2863,2.49954,1.52722,0.0850121,
2864,2.28566,0.334315,2.45698,
2865,2.46633,1.18707,0.750216,
2866,2.49691,1.45719,0.221662,
2867,2.30339,0.440081,2.24163,
2868,2.49798,1.47904,0.179014,
2869,2.30252,0.435363,2.25121,
2870,2.27221,0.229304,2.67153,
2871,2.49968,1.53431,0.0711666,
2872,2.45926,1.14634,0.830253,
2873,2.29542,0.395332,2.33264,
2874,2.3674,0.733261,1.64986,
2875,2.46056,1.15361,0.815949,
2876,2.4936,1.40683,0.319985,
2877,2.34173,0.623683,1.87007,
2879,2.41634,0.939526,1.23864,
2880,2.3923,0.837139,1.44224,
2881,2.30758,0.4623,2.1965,
2882,2.48205,1.29393,0.540718,
2884,2.29643,0.401188,2.32072,
2885,2.4514,1.10423,0.913128,
2886,2.25996,0.026131,3.08798,
2887,2.48051,1.28198,0.564115,
2888,2.45949,1.1476,0.827775,
2890,2.49829,1.4862,0.165043,
2891,2.4346,1.02186,1.07562,
2893,2.35642,0.687035,1.74261,
2894,2.46982,1.20843,0.708281,
2895,2.48564,1.32379,0.482278,
2897,2.36236,0.712139,1.69222,
2898,2.34354,0.631607,1.8541,
2899,2.49589,1.43957,0.256058,
2900,2.48403,1.30999,0.509278,
2901,2.49938,1.5199,0.0992872,
2902,2.26791,0.184869,2.7625,
2904,2.3661,0.727827,1.66076,
2905,2.48746,1.34024,0.450119,
2907,2.3962,0.853455,1.40973,
2908,2.47041,1.2122,0.700884,
2909,2.29774,0.40873,2.30537,
2910,2.43821,1.03887,1.04202,
2911,2.42097,0.959918,1.19821,
2912,2.43073,1.0039,1.11112,
2913,2.27604,0.263045,2.60252,
2915,2.46902,1.20347,0.718028,
2916,2.2831,0.316763,2.49279,
2917,2.49391,1.41086,0.3121,
2918,2.4791,1.27139,0.584858,
2919,2.45324,1.11387,0.894142,
2920,2.48149,1.28949,0.54941,
2921,2.29926,0.417321,2.2879,
2922,2.29307,0.381346,2.36111,
2923,2.26597,0.160949,2.8115,
2924,2.36782,0.735035,1.64631,
2925,2.46852,1.20039,0.724059,
2926,2.26169,0.088861,2.95929,
2927,2.48615,1.32835,0.473373,
2928,2.39946,0.867201,1.38235,
2931,2.49849,1.49136,0.154974,
2933,2.49953,1.52662,0.0861844,
2934,2.26234,0.102998,2.93029,
2936,2.48898,1.35492,0.421413,
2937,2.47454,1.23917,0.64799,
2938,2.4171,0.942862,1.23202,
2939,2.47764,1.26078,0.605646,
2940,2.48922,1.35734,0.416679,
2941,2.48025,1.28,0.567987,
2942,2.26707,0.174919,2.78288,
2943,2.32838,0.563721,1.99107,
2944,2.32515,0.548754,2.02132,
2945,2.49439,1.41736,0.299416,
2946,2.4628,1.16632,0.790974,
2947,2.38028,0.786971,1.54238,
2948,2.43489,1.02322,1.07294,
2949,2.37783,0.776764,1.56278,
2950,2.46111,1.1567,0.809877,
2951,2.38698,0.814878,1.48664,
2952,2.27192,0.226545,2.67718,
2953,2.48897,1.3548,0.421654,
2954,2.47648,1.25253,0.621799,
2956,2.49789,1.47687,0.183251,
2958,2.48179,1.29182,0.544851,
2959,2.41471,0.932435,1.25271,
2960,2.44331,1.06352,0.993374,
2962,2.49489,1.42437,0.28572,
2963,2.3596,0.700479,1.71561,
2964,2.41479,0.932791,1.252,
2965,2.37796,0.777337,1.56163,
2966,2.49581,1.43839,0.258357,
2967,2.47553,1.24592,0.634753,
2968,2.45992,1.15003,0.823002,
2969,2.49277,1.39638,0.340398,
2970,2.48841,1.34937,0.432255,
2971,2.49479,1.42301,0.288375,
2974,2.49944,1.52235,0.0945,
2975,2.27067,0.214367,2.7021,
2976,2.26464,0.142422,2.84947,
2977,2.4938,1.40939,0.314976,
2978,2.35427,0.677868,1.76103,
2979,2.46411,1.17391,0.776057,
2980,2.48845,1.3497,0.431623,
2981,2.48514,1.31946,0.490765,
2983,2.37515,0.765622,1.58507,
2984,2.2725,0.232078,2.66586,
2985,2.46164,1.1597,0.803983,
2986,2.43952,1.04515,1.02962,
2987,2.49261,1.39444,0.344184,
2988,2.47283,1.22777,0.670335,
2990,2.49742,1.46692,0.202658,
2991,2.40831,0.904804,1.30757,
2992,2.49261,1.39443,0.344202,
2993,2.47305,1.22921,0.667515,
2994,2.449,1.09191,0.937396,
2996,2.41644,0.939976,1.23775,
2997,2.29791,0.409707,2.30338,
2999,2.47184,1.22131,0.683012,
3001,2.47169,1.22034,0.68491,
3002,2.47527,1.24414,0.638256,
3004,2.31652,0.507423,2.10499,
3006,2.46834,1.19927,0.726252,
3007,2.49803,1.48001,0.177127,
3008,2.49218,1.38934,0.35415,
3010,2.47334,1.23118,0.663657,
3011,2.35051,0.66178,1.79337,
3012,2.47485,1.24126,0.643903,
