eventID,Energy,time,
224,1.46083,25.9661,
225,1.46083,41.1361,
226,1.46072,86.0425,
228,1.46083,16.8673,
229,1.46083,29.6686,
231,1.45762,54.2954,
233,1.4607,47.622,
234,1.45916,37.8714,
235,1.46083,9.10822,
236,1.46083,61.231,
237,1.46057,38.5019,
240,1.46017,26.8507,
241,1.45914,24.3154,
244,1.46083,21.0174,
244,0.0635385,22.3403,
246,1.45986,4.78617,
247,1.45964,30.0535,
247,0.00292817,32.4374,
247,0.00719361,30.298,
248,1.45935,14.2574,
252,1.46083,36.2328,
252,0.00133274,36.2328,
252,0.00133274,36.2328,
254,1.45882,38.3259,
255,1.45744,18.7065,
257,1.45892,30.2145,
258,1.46083,24.816,
258,0.00146692,24.816,
258,0.00146692,24.816,
259,1.46083,34.4473,
259,0.00138598,34.4473,
259,0.00138598,34.4473,
260,1.45898,30.9743,
262,1.45945,22.9102,
263,1.45773,17.4714,
265,1.45879,50.8512,
266,1.46083,39.4192,
266,0.00140891,39.4192,
266,0.00140891,39.4192,
268,1.46083,41.8641,
269,1.46083,10.5448,
269,0.0011744,10.5448,
269,0.0011744,10.5448,
272,1.45978,13.2143,
276,1.46083,19.5567,
276,0.00117465,19.5567,
276,0.00117465,19.5567,
278,1.46083,10.0971,
281,1.46083,51.1698,
281,0.00293051,52.0883,
282,1.45912,64.5225,
284,1.46083,7.41705,
284,0.259048,7.46142,
287,1.46083,23.508,
289,1.46055,24.9575,
289,0.00646719,25.2578,
289,0.0106145,25.2592,
289,0.00292817,25.2586,
291,1.46083,9.10046,
292,1.46083,5.16413,
293,1.45857,12.1158,
293,0.0178282,12.923,
294,1.45875,8.62186,
295,1.45908,14.7822,
296,1.46083,12.2486,
296,0.6599,12.2486,
296,0.00166995,12.2486,
296,0.00166995,12.2486,
296,0.00293051,14.7632,
297,1.45883,9.39374,
298,1.45786,5.19993,
299,1.46083,15.0161,
300,1.46083,19.2005,
300,0.00293051,20.5642,
301,1.46083,7.07381,
302,1.45909,29.592,
306,1.45857,44.7319,
306,0.00292817,45.969,
307,1.46083,17.8393,
308,1.46083,41.1359,
310,1.46083,12.7334,
310,0.00186362,12.7334,
310,0.00186362,12.7334,
311,1.45929,13.2839,
311,0.6599,13.2839,
311,0.113115,14.8516,
312,1.46081,34.2068,
313,1.97038,10.9858,
313,0.0015147,10.9858,
313,0.0015147,10.9858,
314,1.46072,7.01293,
314,0.00574781,7.22851,
315,1.46024,8.09805,
317,1.46083,37.7353,
317,0.00183528,37.7353,
317,0.00183528,37.7353,
319,1.45945,21.3249,
321,1.46083,21.8301,
322,1.45906,5.89002,
324,1.46083,88.2481,
324,0.00293051,88.6651,
324,0.761283,88.254,
325,1.46083,44.3363,
326,1.45769,19.5198,
328,1.46083,4.9234,
330,1.45809,6.95333,
331,1.46083,14.6534,
331,0.00293051,15.8882,
333,1.46037,40.6969,
334,1.4599,57.5146,
335,1.46083,32.3445,
337,1.46036,21.6773,
337,0.6599,21.6773,
338,1.45785,11.5509,
339,1.45895,19.7579,
340,1.46011,15.0672,
341,1.45865,15.8858,
342,1.46039,28.2388,
343,1.46083,25.138,
343,0.00181873,25.138,
343,0.00181873,25.138,
344,1.45943,44.3814,
346,1.46017,24.0582,
347,1.45889,75.5693,
352,1.45968,18.6547,
353,1.46083,28.1825,
353,0.0427868,28.2422,
354,1.45983,23.4218,
354,0.6599,23.4218,
354,0.00600173,24.3006,
356,1.46083,24.5094,
356,0.00122439,24.5094,
356,0.00122439,24.5094,
363,1.46083,12.0176,
363,0.00113349,12.0176,
363,0.00113349,12.0176,
363,0.132848,13.8807,
364,1.45976,5.30346,
365,1.46083,17.6954,
367,1.45976,8.71731,
370,1.45781,22.0508,
372,1.46083,56.4728,
372,0.0237721,57.0694,
374,1.46003,10.4744,
377,1.45702,11.2048,
378,1.45904,11.5714,
379,1.4596,24.8647,
379,0.00293051,26.8653,
380,1.45835,8.97256,
380,0.510999,9.10188,
380,0.510999,9.10188,
381,1.45825,20.7228,
381,0.0133029,21.6508,
382,1.4607,19.9122,
383,1.46083,17.7273,
388,1.46083,25.1251,
388,0.0136056,26.5907,
388,0.0320369,25.5216,
388,0.0237407,25.4798,
393,1.46083,7.02526,
394,1.45856,4.68519,
395,1.46023,13.5489,
397,1.46083,25.642,
401,1.4597,8.88892,
402,1.46005,9.95156,
403,1.46083,8.28284,
406,1.46083,24.1938,
406,0.0310089,24.6636,
408,1.46083,6.47536,
409,1.46083,15.413,
411,1.46083,23.5856,
413,1.46083,13.7427,
414,1.46083,56.8035,
417,1.45817,21.0273,
419,1.46042,6.83719,
422,1.45841,10.381,
424,1.4579,27.4375,
424,0.6599,27.4375,
425,1.45783,30.4489,
426,1.46083,28.6321,
428,1.46083,11.0849,
429,1.46083,10.3051,
431,1.45796,30.0227,
431,0.00292817,30.9455,
431,0.0130928,30.4257,
433,1.46083,13.4874,
433,0.00158055,13.4874,
433,0.00158055,13.4874,
434,1.46083,9.47293,
435,1.45993,63.7711,
438,1.46083,5.60498,
439,1.46083,5.5569,
441,1.45954,14.0109,
442,1.46083,23.1823,
443,1.45767,25.3876,
444,1.45917,15.6562,
445,1.46083,36.4161,
445,0.0134208,37.1846,
447,1.46049,11.7214,
448,1.45889,11.7918,
448,0.6599,11.7918,
449,1.45804,7.16206,
453,1.46083,43.2784,
454,1.45893,9.0072,
454,0.6599,9.0072,
455,1.46017,9.71427,
456,1.4603,5.2977,
457,1.45985,7.50257,
460,1.46083,7.72599,
461,1.4608,20.5665,
462,1.45845,35.8385,
462,0.0589152,36.6662,
462,0.00899884,36.5405,
468,1.46056,11.1078,
469,1.4599,21.7601,
469,0.00292817,22.6584,
472,1.46083,16.8423,
474,1.45978,10.5604,
475,1.46083,16.4754,
476,1.46083,21.2472,
476,0.0012343,21.2472,
476,0.0012343,21.2472,
479,1.46083,8.46466,
479,0.00293051,9.60557,
480,1.46083,40.8433,
481,1.46083,65.6881,
482,1.46083,7.79147,
483,1.46083,25.4955,
483,0.6599,25.4955,
487,1.46083,24.4747,
490,1.46083,7.29308,
490,0.6599,7.29308,
491,1.45707,32.4738,
493,1.46083,9.67339,
493,0.6599,9.67339,
495,1.46083,11.0534,
496,1.46058,10.4336,
501,1.46083,17.6735,
501,0.00114387,17.6735,
501,0.00114387,17.6735,
503,1.45956,20.3164,
503,0.6599,20.3164,
504,1.45895,15.1296,
505,1.46065,43.0031,
506,1.46083,16.7267,
508,1.46083,9.03217,
508,0.6599,9.03217,
508,0.011751,9.85634,
509,1.45927,32.7909,
509,0.00292817,34.5478,
511,1.46083,42.5289,
511,0.00292817,44.2939,
513,1.46075,100.602,
514,1.45783,17.9049,
515,1.45997,10.6608,
517,1.46073,15.2267,
517,0.6599,15.2267,
518,1.46083,18.1277,
520,1.45813,6.26591,
521,1.45982,8.15493,
522,1.45948,53.174,
526,1.46083,8.66434,
526,0.00137754,8.66434,
526,0.00137754,8.66434,
528,1.46053,44.565,
529,1.46044,24.1029,
532,1.46065,18.1875,
533,1.46083,11.6787,
536,1.46083,47.0465,
539,1.46083,31.2541,
539,0.00117388,31.2541,
539,0.00117388,31.2541,
541,1.46083,17.9327,
544,1.46055,31.0405,
544,0.00292817,31.6761,
545,1.46083,4.76272,
548,1.46004,47.6702,
549,1.46083,7.87239,
549,0.0221775,8.94024,
550,1.46014,19.4621,
553,1.45941,17.558,
555,1.45859,5.70131,
555,0.6599,5.70131,
556,1.46033,10.4432,
558,1.46083,35.3557,
558,0.00148695,35.3557,
558,0.00148695,35.3557,
559,1.46083,34.3264,
559,0.00108651,34.3264,
559,0.00108651,34.3264,
560,1.45931,7.85143,
561,1.46083,28.0499,
561,0.00123356,28.0499,
561,0.00123356,28.0499,
561,0.00293051,30.9074,
562,1.46083,37.4079,
562,0.0229694,37.6421,
562,0.00293051,37.6424,
563,1.46083,17.3271,
564,1.46038,33.2156,
566,1.46083,7.85787,
567,1.45957,22.2439,
567,0.129594,22.8934,
569,1.46083,20.3415,
571,1.46083,5.56882,
571,0.00156922,5.56882,
571,0.00156922,5.56882,
574,1.45927,10.4322,
576,1.45997,48.5193,
577,1.45826,26.1053,
577,0.00292817,27.7839,
579,1.4594,33.6866,
580,1.45845,63.7882,
582,1.45804,12.1406,
582,0.00293051,13.0977,
583,1.4602,53.2824,
589,1.46083,38.9414,
589,0.00293051,39.5402,
590,1.46083,6.51976,
590,0.00121098,6.51976,
590,0.00121098,6.51976,
590,0.00292817,7.85984,
590,0.0052616,7.30932,
591,1.45951,43.6043,
591,0.0187434,43.7044,
597,1.4568,15.1034,
598,1.45927,7.81725,
602,1.45952,9.62558,
603,1.46083,14.0764,
603,0.00145643,14.0764,
603,0.00145643,14.0764,
605,1.46083,27.382,
608,1.45985,14.4726,
608,0.0255338,14.8573,
610,1.46083,4.58287,
610,0.0203526,5.87766,
613,1.46083,21.1679,
615,1.4601,4.88546,
617,1.46083,10.9934,
617,0.00176984,10.9934,
617,0.00176984,10.9934,
618,1.46083,23.7866,
619,1.45784,18.1503,
621,1.45699,5.65526,
622,1.46083,15.4776,
622,0.00292817,17.8344,
623,1.46083,8.2053,
623,0.6599,8.2053,
627,1.45979,8.38499,
628,1.46083,46.1123,
631,1.46083,26.2887,
631,0.0295231,26.6892,
633,1.97038,18.3422,
633,0.00292817,19.1935,
635,1.46083,58.6713,
637,1.46012,13.8152,
638,1.45849,19.5317,
640,1.45933,17.3018,
640,0.0122793,19.532,
641,1.46083,25.7589,
641,0.0281036,26.6841,
643,1.46026,5.89109,
645,1.45971,21.574,
646,1.46083,45.8492,
647,1.46083,7.73933,
652,1.46083,15.7916,
653,1.46083,33.6982,
655,1.46083,13.0475,
655,0.00293051,14.5884,
656,1.46083,8.67757,
656,0.00104385,8.67757,
656,0.00104385,8.67757,
656,0.0521682,9.45548,
657,1.46083,11.0295,
657,0.0102252,12.2064,
657,0.00292817,12.2066,
658,1.46083,26.6932,
659,1.46083,13.7749,
659,0.6599,13.7749,
659,0.261823,13.9595,
661,1.45927,10.8733,
662,1.46083,50.9056,
664,1.45916,33.9924,
665,1.45927,22.0387,
667,1.46083,34.5224,
668,1.46083,5.92127,
668,0.00293051,7.30054,
669,1.45952,11.4219,
671,1.45898,7.68102,
672,1.46083,28.7872,
672,0.6599,28.7872,
673,1.46083,42.2259,
673,0.00176099,42.2259,
673,0.00176099,42.2259,
674,1.46083,11.5898,
674,0.00184313,11.5898,
674,0.00184313,11.5898,
675,1.46005,64.8921,
676,1.45983,16.6867,
676,0.0316433,16.9224,
679,1.46083,7.08149,
679,0.00731668,8.38767,
680,1.46062,41.1451,
681,1.46083,43.64,
683,1.46083,25.9149,
683,0.00125947,25.9149,
683,0.00125947,25.9149,
684,1.46083,11.4314,
684,0.011315,12.0669,
686,1.45855,39.0458,
687,1.46083,7.96856,
687,0.6599,7.96856,
688,1.4599,16.6537,
688,0.0485122,18.4221,
689,1.46083,20.7501,
690,1.46083,17.0285,
691,1.46083,19.7399,
694,1.46083,21.7306,
699,1.46083,25.0025,
700,1.45694,19.8032,
702,1.46083,28.6975,
702,0.106072,28.8547,
703,1.4595,6.8276,
704,1.46083,27.8095,
707,1.46083,7.65052,
708,1.46083,11.6146,
708,0.00292817,11.966,
710,1.46083,34.0362,
710,0.00120818,34.0362,
710,0.00120818,34.0362,
714,1.46083,12.707,
714,0.00174586,12.707,
714,0.00174586,12.707,
716,1.46083,58.5448,
718,1.46083,9.33107,
719,1.46083,11.0556,
721,1.4599,29.2497,
721,0.0141609,29.8301,
721,0.00293051,29.8303,
723,1.45784,29.6488,
725,1.46083,16.6148,
725,0.00143288,16.6148,
725,0.00143288,16.6148,
726,1.46072,32.0641,
727,1.45765,28.3436,
728,1.45818,35.5862,
729,1.46083,22.7708,
731,1.45835,39.9471,
731,0.6599,39.9471,
731,0.00293051,41.0734,
731,0.105518,40.1923,
732,1.46083,36.1193,
732,0.160778,36.8055,
733,1.46083,43.7837,
734,1.46007,8.3043,
736,1.4578,15.6407,
737,1.46083,10.0658,
737,0.00910993,10.5799,
740,1.45811,28.2917,
744,1.45953,44.8917,
744,0.00292817,46.1306,
746,1.46083,27.98,
746,0.136857,28.0114,
748,1.46083,11.1772,
748,0.0012802,11.1772,
748,0.0012802,11.1772,
749,1.46045,14.5826,
750,1.46083,20.9441,
751,1.46051,13.7694,
752,1.46083,69.1064,
753,1.46083,6.1625,
753,0.6599,6.1625,
753,0.0014086,6.1625,
753,0.0014086,6.1625,
753,0.510999,6.36002,
753,0.510999,6.36002,
754,1.46083,46.2312,
754,0.00143166,46.2312,
754,0.00143166,46.2312,
755,0.207688,22.2049,
755,0.207688,22.2049,
756,1.46083,28.8271,
758,1.45751,5.27733,
759,1.46083,55.522,
759,0.00106475,55.522,
759,0.00106475,55.522,
759,0.0403203,55.6151,
763,1.46083,10.9157,
764,1.46083,11.4134,
765,1.46052,44.3149,
767,1.45808,21.255,
768,1.46083,39.7898,
768,0.00123127,39.7898,
768,0.00123127,39.7898,
769,1.46051,56.9062,
770,1.46083,7.83406,
772,1.45886,6.48339,
773,1.46083,62.474,
779,1.46083,20.5888,
779,0.00173165,20.5888,
779,0.00173165,20.5888,
779,0.104774,21.0353,
783,1.46083,36.9515,
783,0.6599,36.9515,
786,1.46083,17.361,
787,1.45907,59.0995,
789,1.45999,8.22523,
791,1.46083,51.416,
792,1.46083,5.20273,
792,0.00134181,5.20273,
792,0.00134181,5.20273,
793,1.45818,41.1944,
796,1.46083,80.5794,
796,0.00129723,80.5794,
796,0.00129723,80.5794,
797,1.45894,13.1712,
798,1.46083,21.3612,
799,1.45943,52.1416,
799,0.00293051,54.297,
800,1.4583,15.1659,
801,1.46083,72.6301,
802,1.46043,15.1298,
802,0.0125711,15.1435,
802,0.0502178,15.152,
803,1.45892,7.11791,
804,1.46083,83.9784,
806,1.45811,24.992,
807,1.46083,35.5005,
808,1.46064,33.9051,
810,1.46083,7.0914,
810,0.0013935,7.0914,
810,0.0013935,7.0914,
811,1.46083,19.3565,
811,0.6599,19.3565,
811,0.00129971,19.3565,
811,0.00129971,19.3565,
813,1.45924,24.1618,
814,1.45796,6.75758,
816,1.46083,5.59904,
816,0.6599,5.59904,
817,1.46083,4.64646,
817,0.6599,4.64646,
820,1.46083,13.8124,
820,0.00117942,13.8124,
820,0.00117942,13.8124,
821,1.46083,19.7356,
821,0.6599,19.7356,
821,0.0017643,19.7356,
821,0.0017643,19.7356,
822,1.46083,50.8159,
824,1.46083,14.8663,
826,1.45939,30.0367,
827,1.46016,21.9145,
828,1.46083,16.4202,
829,1.46083,5.33358,
830,1.46059,4.64259,
831,1.45923,26.2842,
831,0.00293051,28.0338,
831,0.020291,26.7077,
832,1.46083,21.4125,
833,1.45775,28.0424,
835,1.46061,15.6818,
836,1.46053,16.6889,
836,0.00316317,17.8231,
836,0.175939,16.8376,
837,1.46083,5.24857,
838,1.46083,12.9462,
838,0.6599,12.9462,
838,0.00654357,13.5974,
838,0.0107567,13.5998,
839,1.46083,65.7349,
842,1.46083,25.6853,
842,0.510999,25.9909,
842,0.510999,25.9909,
842,0.00316317,27.4116,
842,0.0107052,26.8128,
843,1.46083,70.99,
844,1.45917,25.6486,
845,1.45761,18.5548,
846,1.45755,14.7156,
848,1.46083,65.1714,
850,1.46083,42.3996,
851,1.45782,19.4068,
851,0.6599,19.4068,
852,1.46057,147.746,
853,1.45979,33.1266,
854,1.45741,13.6331,
854,0.00293051,15.1533,
855,1.46083,24.3405,
855,0.248825,24.7844,
856,1.46079,67.0135,
857,1.46083,13.6463,
857,0.6599,13.6463,
858,1.46083,43.2021,
858,0.0308536,43.7031,
859,1.45703,23.6809,
862,1.46083,13.6942,
862,0.00292817,16.5669,
864,1.46083,10.4515,
864,0.00117401,10.4515,
864,0.00117401,10.4515,
865,1.46083,10.479,
867,1.46079,19.073,
868,1.46056,54.1399,
872,1.4595,15.2447,
872,0.00292817,18.7259,
874,1.45744,19.116,
875,1.46083,31.3142,
879,1.46083,16.2862,
879,0.510999,16.4377,
879,0.510999,16.4377,
881,1.46083,41.0245,
882,1.45905,29.6075,
882,0.00292817,33.1291,
886,1.46083,5.79922,
886,0.00102768,5.79922,
886,0.00102768,5.79922,
888,1.46083,16.3297,
889,1.46083,10.2072,
889,0.00293051,12.1834,
890,1.46083,7.76989,
891,1.46083,12.1743,
892,1.46083,27.7328,
892,0.00168318,27.7328,
892,0.00168318,27.7328,
894,1.46068,25.2187,
894,0.0229239,25.7597,
895,1.46083,33.3023,
897,1.46083,28.3819,
897,0.00104238,28.3819,
897,0.00104238,28.3819,
899,1.46083,8.25424,
899,0.00181138,8.25424,
899,0.00181138,8.25424,
900,1.45948,23.4926,
905,1.46083,27.7605,
908,1.45883,19.3553,
909,1.45706,5.61569,
911,0.240948,42.1738,
911,0.240948,42.1738,
912,1.46083,17.5359,
912,0.0064191,17.9968,
912,0.00293051,17.9969,
914,1.45844,17.5952,
914,0.510999,17.9693,
914,0.510999,17.9693,
915,1.45731,9.71521,
918,1.45825,5.15213,
919,1.46083,30.2354,
920,1.46083,18.0725,
921,1.4588,18.7787,
923,1.45838,12.8803,
923,0.6599,12.8803,
925,1.46083,5.72282,
926,1.46034,6.25273,
932,1.45991,18.9172,
933,1.46083,25.6737,
934,1.46083,5.16542,
936,1.45818,42.5167,
940,1.46083,16.3631,
941,1.46083,32.4611,
942,1.46056,8.23341,
942,0.380933,8.3896,
944,1.45804,15.8543,
945,1.46083,19.9538,
952,1.46083,12.0425,
952,0.0010635,12.0425,
952,0.0010635,12.0425,
953,1.46071,28.6389,
955,1.46043,82.5521,
959,1.45975,9.3497,
961,1.45888,16.9404,
962,1.46083,47.3774,
962,0.0060112,47.8372,
964,1.46083,22.4233,
964,0.00151585,22.4233,
964,0.00151585,22.4233,
965,1.45816,7.1432,
965,0.6599,7.1432,
967,1.45784,17.7653,
969,1.46083,27.742,
969,0.6599,27.742,
970,1.46083,41.4549,
970,0.00919333,42.6779,
971,1.45712,7.37855,
972,1.46083,48.9199,
972,0.00141243,48.9199,
972,0.00141243,48.9199,
973,1.46083,50.0162,
973,0.00105536,50.0162,
973,0.00105536,50.0162,
974,1.46083,32.2691,
974,0.0015528,32.2691,
974,0.0015528,32.2691,
974,0.0151466,33.2402,
974,0.0112266,33.0331,
975,1.46083,4.65456,
975,0.00141006,4.65456,
975,0.00141006,4.65456,
975,0.00316317,5.96141,
976,1.45762,10.5893,
977,1.45715,6.11063,
978,1.46083,10.6265,
979,1.46083,84.9565,
984,1.46083,12.888,
985,1.45837,38.7615,
986,1.45984,34.6664,
986,0.00292817,37.657,
989,1.46083,10.5937,
989,0.0011267,10.5937,
989,0.0011267,10.5937,
990,1.45963,5.97973,
991,1.46071,19.3362,
992,1.46053,13.2863,
993,1.46083,55.3515,
994,1.45906,12.4325,
996,1.46083,33.9759,
997,1.45967,49.6053,
998,1.46083,12.7838,
998,0.6599,12.7838,
1000,1.458,9.72412,
1001,1.46083,39.792,
1003,1.45933,24.4969,
1003,0.00292817,26.4347,
1005,1.46083,19.1929,
1010,1.46083,41.9549,
1010,0.6599,41.9549,
1011,1.46083,22.3153,
1011,0.00138856,22.3153,
1011,0.00138856,22.3153,
1012,1.45995,50.7551,
1014,1.46054,9.52957,
1015,1.46083,32.6601,
1016,1.46083,20.6386,
1020,1.46066,8.32308,
1021,1.46083,10.8031,
1022,1.46083,34.0357,
1023,1.46083,38.1335,
1026,1.46058,25.6062,
1027,1.45929,11.6837,
1027,0.00293051,13.4973,
1028,1.45835,17.6893,
1029,1.46083,5.88561,
1030,1.46083,8.2141,
1030,0.00100865,8.2141,
1030,0.00100865,8.2141,
1030,0.402365,8.43985,
1031,1.4594,21.0052,
1033,1.45927,48.3402,
1037,1.45972,4.72112,
1040,1.46024,36.871,
1040,0.10739,36.9855,
1041,1.45984,59.5468,
1042,1.46083,11.9059,
1044,1.46083,31.9256,
1044,0.00123583,31.9256,
1044,0.00123583,31.9256,
1044,0.00292817,32.3699,
1049,1.46083,49.3842,
1049,0.145261,50.4766,
1049,0.00293051,50.8775,
1051,1.45977,43.4774,
1052,1.46083,21.8108,
1052,0.00103385,21.8108,
1052,0.00103385,21.8108,
1053,1.45919,36.7233,
1053,0.00293051,38.9187,
1054,1.46083,28.41,
1054,0.00104629,28.41,
1054,0.00104629,28.41,
1060,1.46001,44.4937,
1060,0.0763189,44.932,
1067,1.45987,8.57012,
1070,1.46083,20.7457,
1071,1.45818,15.8038,
1072,1.45931,9.90649,
1074,1.46061,9.42443,
1075,1.46031,18.8724,
1076,1.46083,16.227,
1076,0.00543257,17.2779,
1076,0.00559569,16.583,
1079,1.45945,18.6884,
1083,1.46083,4.98999,
1087,1.45951,19.3881,
1088,1.46019,7.19718,
1089,1.46083,6.99639,
1090,1.45932,31.1396,
1091,1.46071,23.4304,
1092,1.46083,9.68682,
1092,0.0012405,9.68682,
1092,0.0012405,9.68682,
1093,1.46083,9.91581,
1094,1.45955,9.16254,
1094,0.00316317,10.2931,
1095,1.46048,5.45221,
1095,0.00293051,6.7058,
1095,0.0202891,6.14762,
1097,1.46083,17.9795,
1099,1.45734,5.88127,
1100,1.46083,9.70381,
1101,1.46048,15.6903,
1101,0.00293051,15.897,
1102,1.45787,13.4179,
1105,1.45896,10.5737,
1108,1.46083,8.85218,
1109,1.45658,14.8357,
1111,1.46083,12.1221,
1113,1.45872,13.7984,
1118,1.46016,30.4573,
1119,1.45941,33.8049,
1122,1.45939,45.7525,
1124,1.46083,26.9174,
1125,0.179395,22.8927,
1125,0.179395,22.8927,
1126,1.45814,7.91522,
1127,1.46083,30.5201,
1128,1.46083,9.90269,
1128,0.00293051,10.9241,
1129,1.46083,11.9646,
1129,0.00163061,11.9646,
1129,0.00163061,11.9646,
1130,1.46083,24.5429,
1130,0.00108063,24.5429,
1130,0.00108063,24.5429,
1131,1.46083,19.407,
1133,1.46083,51.0172,
1133,0.0011469,51.0172,
1133,0.0011469,51.0172,
1134,1.46083,8.68522,
1137,1.4588,21.4352,
1138,1.46079,68.0601,
1141,1.45943,40.9978,
1141,0.0518195,41.6216,
1142,1.46024,19.2806,
1143,1.46022,18.8613,
1143,0.6599,18.8613,
1144,1.46083,8.00296,
1145,1.46083,23.0488,
1146,1.46058,26.7811,
1149,1.4592,27.6311,
1150,1.45746,18.5865,
1151,1.46083,24.2123,
1152,1.45892,17.8463,
1152,0.00790031,18.5812,
1156,1.46002,16.5544,
1157,1.46083,9.33833,
1157,0.00101222,9.33833,
1157,0.00101222,9.33833,
1158,1.45942,26.1183,
1159,1.46083,14.3941,
1160,1.46048,16.8543,
1162,1.46083,5.41856,
1163,1.46004,5.32503,
1165,1.46083,50.7324,
1166,1.46083,11.1842,
1167,1.46083,8.3498,
1169,1.46083,34.4582,
1170,1.46083,26.5246,
1171,1.45893,52.0742,
