process,distance,
compt,16.7003,
conv,81.6767,
conv,40.4554,
conv,13.3775,
compt,25.9609,
conv,10.6658,
conv,49.6814,
conv,69.1522,
conv,17.1172,
compt,33.7308,
compt,35.2201,
conv,64.3215,
compt,11.1503,
compt,60.5692,
conv,15.0846,
conv,51.8023,
conv,22.5695,
conv,12.544,
conv,64.6428,
conv,16.5703,
conv,54.0266,
conv,39.0501,
conv,30.546,
conv,21.3525,
conv,23.7925,
conv,58.4796,
conv,29.0379,
conv,69.5905,
conv,82.8803,
conv,17.1677,
conv,51.4358,
conv,29.8714,
conv,37.1855,
conv,108.354,
conv,40.4656,
conv,33.9178,
conv,12.1258,
conv,11.4816,
conv,10.7005,
conv,19.8642,
conv,23.7729,
compt,17.8058,
conv,34.1437,
conv,42.6566,
conv,59.9869,
compt,33.9459,
conv,10.5718,
conv,20.9177,
conv,37.7943,
compt,40.4856,
conv,47.3495,
compt,46.0407,
conv,21.5275,
conv,42.7245,
compt,17.9603,
conv,18.1878,
conv,12.3364,
conv,55.8746,
compt,16.7906,
conv,14.9414,
conv,48.449,
conv,33.4374,
conv,15.6594,
conv,27.0248,
conv,17.3754,
conv,40.8662,
conv,101.297,
compt,14.6139,
conv,26.5013,
conv,10.1277,
conv,15.3627,
conv,11.2645,
conv,10.5192,
conv,40.879,
conv,51.1362,
compt,50.9023,
conv,18.3867,
compt,12.9245,
conv,21.373,
conv,47.2472,
conv,17.6528,
conv,56.4554,
conv,28.9408,
conv,11.2008,
conv,66.8895,
conv,36.9258,
conv,36.7851,
conv,21.4295,
conv,74.6459,
conv,35.144,
conv,11.4663,
conv,87.0937,
conv,27.1468,
compt,45.0632,
conv,81.1234,
compt,20.7694,
conv,70.9196,
conv,32.9093,
conv,29.2579,
compt,14.1502,
conv,10.4133,
conv,109.136,
compt,19.3587,
conv,94.9072,
conv,28.6743,
conv,29.1773,
compt,11.1127,
conv,30.8555,
conv,48.7127,
conv,13.3486,
conv,14.2025,
conv,55.4161,
conv,22.4063,
conv,32.3229,
conv,50.2022,
conv,43.7136,
conv,27.5266,
conv,73.9461,
conv,12.7531,
conv,21.7677,
compt,42.8049,
conv,22.4425,
conv,21.3992,
conv,36.7885,
conv,11.0238,
conv,40.1375,
conv,11.0167,
conv,10.8596,
conv,80.4645,
conv,63.7322,
conv,39.6223,
compt,23.1928,
conv,11.1536,
conv,10.4805,
conv,21.8874,
compt,12.3551,
conv,42.2747,
conv,84.2088,
conv,104.769,
conv,40.2394,
conv,18.9006,
compt,12.5108,
conv,47.0804,
conv,47.3705,
compt,65.8325,
compt,15.9515,
conv,20.8901,
compt,11.6217,
compt,49.9629,
conv,37.814,
compt,17.7462,
conv,40.1241,
conv,30.4268,
conv,15.6865,
compt,63.5613,
compt,36.7544,
conv,13.3293,
conv,33.5259,
conv,22.572,
conv,26.9976,
conv,52.2839,
conv,48.7805,
conv,32.8315,
conv,19.6262,
conv,16.2965,
conv,42.4416,
compt,16.2605,
conv,40.2898,
compt,11.6611,
conv,22.1065,
conv,10.976,
conv,37.8381,
conv,13.1797,
conv,38.8352,
conv,31.6026,
compt,21.5565,
conv,63.1393,
conv,23.1242,
conv,27.4137,
conv,37.1075,
compt,20.1903,
conv,21.0734,
compt,39.9571,
conv,56.5545,
conv,52.0305,
conv,15.3663,
conv,64.2206,
conv,39.2292,
conv,10.6927,
conv,47.6983,
conv,13.6561,
conv,21.6904,
conv,30.9662,
compt,10.7409,
conv,13.0988,
conv,15.1072,
compt,25.1993,
conv,49.1375,
conv,18.759,
conv,57.2859,
compt,10.7934,
conv,11.0108,
conv,13.6151,
conv,15.4988,
conv,14.1943,
conv,16.6798,
conv,23.0243,
conv,24.6665,
compt,69.0783,
conv,51.4997,
conv,41.431,
conv,28.0801,
conv,12.5582,
conv,26.0041,
conv,13.1266,
conv,17.4189,
conv,51.9902,
conv,35.9173,
conv,25.7398,
conv,79.6872,
conv,52.716,
conv,27.8411,
conv,65.0397,
conv,86.9408,
conv,67.6164,
compt,18.7862,
compt,15.6622,
conv,21.0245,
conv,91.6001,
conv,45.0018,
conv,32.647,
compt,21.673,
conv,25.2461,
conv,59.6483,
conv,27.2994,
conv,18.8142,
conv,49.9925,
conv,26.5971,
conv,41.0186,
conv,18.0723,
conv,12.9355,
conv,25.5258,
conv,13.9941,
conv,58.9941,
compt,19.901,
conv,10.7571,
compt,48.5733,
compt,12.4983,
conv,20.9126,
conv,12.8973,
conv,24.9177,
conv,27.8858,
conv,24.72,
conv,14.9193,
compt,18.4221,
conv,57.9861,
conv,11.7441,
conv,45.0113,
conv,11.0882,
compt,20.0985,
conv,24.142,
conv,20.0636,
compt,43.423,
conv,20.1408,
conv,21.4472,
conv,14.5638,
conv,23.2295,
compt,64.6222,
conv,37.1223,
conv,19.3556,
compt,26.8495,
conv,55.209,
conv,15.5193,
conv,15.1639,
conv,14.7505,
conv,25.6461,
conv,87.2256,
conv,77.5049,
conv,28.023,
conv,33.812,
conv,106.219,
conv,22.7191,
conv,33.4407,
conv,44.1914,
compt,26.3048,
conv,54.273,
conv,22.4161,
conv,16.6523,
conv,31.1324,
conv,32.673,
conv,15.9124,
conv,34.7057,
conv,11.8063,
conv,13.4443,
conv,74.2615,
compt,18.5516,
conv,72.7092,
compt,13.1985,
conv,56.3339,
compt,13.4322,
conv,18.6778,
conv,67.8233,
conv,11.2802,
conv,19.7114,
conv,16.5666,
conv,26.6636,
conv,13.8088,
conv,33.8494,
conv,51.6559,
conv,52.7657,
conv,53.293,
compt,34.2605,
conv,62.2991,
conv,19.8628,
conv,63.3859,
conv,15.4544,
conv,80.7712,
conv,21.8927,
conv,37.9024,
conv,44.9352,
conv,90.7853,
conv,46.8869,
conv,11.1031,
conv,12.5659,
conv,80.5667,
conv,29.5799,
conv,58.7526,
conv,20.2736,
conv,28.8629,
conv,27.9671,
conv,16.8445,
conv,32.5061,
conv,21.3845,
conv,41.8525,
compt,34.8483,
compt,36.4962,
conv,10.6649,
conv,28.7403,
conv,25.0811,
conv,20.3696,
conv,97.2711,
conv,21.7348,
conv,20.2761,
conv,78.5308,
conv,10.6915,
compt,65.5949,
compt,19.2175,
conv,40.5921,
conv,23.4418,
conv,48.306,
compt,15.2639,
conv,32.4202,
conv,53.7731,
conv,15.9629,
conv,15.5598,
conv,16.9372,
conv,35.4902,
conv,41.0397,
conv,38.9456,
conv,109.071,
conv,31.6925,
conv,89.284,
compt,19.6006,
conv,11.1088,
conv,102.119,
conv,11.3124,
conv,43.6927,
conv,20.9421,
conv,88.4068,
conv,12.9212,
conv,10.7776,
compt,14.37,
conv,59.7008,
conv,18.1393,
conv,20.9331,
conv,24.3349,
conv,19.4997,
conv,50.2457,
conv,16.8269,
conv,32.7226,
conv,13.4214,
conv,19.8233,
compt,30.3328,
conv,10.9691,
conv,17.1041,
conv,30.8941,
conv,14.6621,
compt,76.3015,
conv,31.4957,
conv,28.572,
compt,55.1016,
conv,29.1493,
conv,33.6086,
conv,26.9482,
conv,19.1348,
conv,27.8921,
conv,50.4284,
compt,47.0367,
conv,40.0061,
conv,44.7424,
conv,14.5453,
conv,108.8,
conv,21.127,
compt,27.8679,
conv,18.0473,
conv,30.9566,
conv,37.0968,
conv,77.5013,
conv,16.9021,
conv,25.325,
conv,45.1323,
conv,11.0521,
conv,35.7087,
conv,75.3599,
conv,17.4408,
conv,70.4012,
conv,11.6905,
conv,32.4394,
conv,89.7255,
conv,75.0103,
conv,24.8254,
conv,45.2544,
conv,33.6006,
compt,39.5219,
conv,14.1022,
conv,39.4403,
conv,22.3574,
compt,43.7748,
conv,16.3342,
conv,89.3056,
conv,100.01,
conv,61.9205,
conv,40.5625,
conv,36.0249,
conv,21.1056,
conv,86.7992,
conv,13.4203,
conv,12.7765,
conv,21.8782,
conv,36.999,
conv,19.2289,
conv,17.4429,
conv,48.3303,
conv,11.5666,
conv,43.7987,
conv,100.145,
conv,99.8762,
conv,17.995,
conv,18.9278,
conv,65.3303,
conv,13.4829,
conv,40.1583,
conv,55.1045,
compt,57.8474,
conv,11.5333,
conv,14.4638,
conv,17.8915,
conv,19.7938,
conv,61.7332,
conv,25.0045,
conv,40.003,
conv,23.1226,
conv,56.273,
conv,69.6267,
conv,38.3148,
conv,65.4907,
compt,27.931,
conv,42.3419,
compt,35.026,
conv,39.2943,
conv,27.5478,
conv,33.8005,
conv,13.077,
conv,62.0727,
conv,35.6932,
conv,85.9554,
compt,69.7957,
compt,14.698,
conv,86.4748,
conv,11.8523,
compt,33.4919,
conv,108.871,
conv,41.7677,
conv,23.7966,
conv,13.832,
conv,15.4809,
compt,85.1051,
conv,27.7618,
conv,30.2215,
conv,17.1689,
conv,57.4759,
conv,32.2212,
conv,57.723,
conv,27.1518,
conv,19.7111,
conv,44.674,
conv,18.1761,
compt,13.044,
conv,41.4057,
conv,26.267,
conv,12.9429,
conv,64.0365,
conv,37.5223,
conv,15.6363,
conv,19.675,
conv,11.1689,
conv,25.8029,
conv,41.2503,
conv,37.7194,
conv,14.7842,
compt,12.1091,
conv,16.3859,
conv,32.075,
conv,86.6841,
conv,20.0497,
conv,11.9272,
compt,39.3078,
conv,16.3625,
conv,59.7444,
compt,17.1364,
conv,18.871,
compt,44.3979,
conv,95.2119,
conv,22.9495,
conv,80.2175,
conv,22.4351,
conv,72.6494,
compt,45.1183,
conv,10.0466,
conv,25.6572,
conv,56.6029,
conv,45.6093,
compt,54.1674,
conv,13.7148,
conv,26.5506,
conv,62.9943,
conv,73.8578,
compt,21.6882,
conv,43.0585,
conv,12.4142,
conv,104.144,
conv,14.9047,
conv,100.904,
conv,31.5677,
conv,25.1355,
compt,45.3784,
conv,10.3528,
conv,13.3708,
compt,29.909,
compt,15.7066,
conv,31.2895,
conv,44.1642,
conv,33.9481,
compt,28.7171,
conv,11.5039,
conv,73.348,
conv,44.1492,
conv,90.6329,
conv,24.609,
conv,14.3883,
conv,23.3726,
conv,97.3193,
compt,13.1954,
conv,38.4502,
compt,42.592,
compt,36.9666,
conv,10.5657,
conv,23.0428,
conv,16.304,
conv,43.7374,
conv,35.4272,
conv,20.6266,
conv,10.8616,
conv,90.9386,
conv,29.4215,
conv,18.9534,
conv,26.3876,
compt,105.038,
conv,19.9246,
conv,27.5092,
conv,34.455,
compt,35.4627,
conv,49.7645,
conv,104.567,
conv,10.1152,
conv,14.1589,
conv,50.5179,
conv,14.1052,
conv,18.6379,
compt,19.6546,
conv,79.2642,
conv,23.4323,
conv,30.3454,
conv,23.975,
conv,30.6921,
conv,24.3525,
conv,15.7653,
compt,16.0271,
conv,44.0765,
conv,51.7017,
compt,45.2876,
conv,19.6134,
conv,52.0318,
conv,12.1221,
conv,52.604,
conv,32.0285,
conv,16.568,
conv,81.4882,
conv,25.1405,
conv,30.6692,
conv,81.3052,
conv,16.5738,
compt,26.2848,
conv,13.572,
conv,24.8332,
conv,23.1888,
conv,13.9052,
conv,13.5239,
conv,11.4006,
compt,17.8554,
conv,29.6362,
conv,21.0001,
conv,23.1335,
conv,94.1054,
conv,34.5563,
conv,23.6471,
conv,13.0776,
conv,72.5015,
conv,25.3062,
conv,68.2498,
conv,30.3606,
conv,11.2419,
conv,18.3544,
conv,27.3863,
compt,17.0186,
conv,35.0061,
conv,32.7265,
conv,32.8427,
conv,23.8424,
conv,20.931,
conv,20.1614,
conv,52.8588,
conv,30.7087,
conv,10.4429,
conv,35.5087,
conv,52.9379,
compt,23.3053,
conv,41.0421,
conv,12.5407,
conv,23.9933,
conv,30.8062,
conv,11.0135,
conv,42.1928,
conv,15.884,
conv,27.7369,
conv,23.4308,
conv,22.0304,
conv,22.8246,
conv,34.6807,
conv,53.5272,
conv,28.9691,
conv,33.7227,
conv,17.6827,
conv,74.5165,
conv,50.8127,
compt,29.6147,
conv,23.0802,
conv,56.079,
compt,21.5718,
conv,25.4703,
compt,74.8053,
conv,27.6138,
conv,17.9482,
conv,18.5233,
conv,67.4468,
conv,46.4899,
conv,19.0433,
conv,58.0958,
conv,96.2347,
conv,20.5497,
conv,37.2659,
conv,10.2986,
conv,32.4572,
conv,13.5432,
conv,21.2394,
conv,16.0798,
compt,82.288,
compt,14.0692,
conv,42.1509,
compt,31.7389,
conv,27.5123,
conv,14.2966,
conv,20.9523,
compt,83.0654,
conv,22.8341,
conv,14.8574,
conv,11.978,
conv,30.4917,
conv,19.5333,
conv,15.6459,
conv,37.9915,
conv,21.0619,
conv,39.4458,
compt,13.3748,
conv,16.2836,
conv,19.9236,
conv,11.0477,
conv,52.3842,
compt,51.2809,
conv,12.8383,
conv,40.9308,
conv,10.5935,
conv,17.7298,
conv,33.9725,
