process,distance,
compt,50.6243,
conv,18.4755,
conv,44.0549,
conv,55.7386,
compt,91.3287,
conv,39.8688,
conv,27.2478,
conv,30.4186,
conv,23.4216,
compt,17.9813,
conv,26.9429,
conv,10.2618,
conv,14.2813,
conv,48.3627,
conv,13.2011,
compt,24.8746,
conv,10.3339,
conv,11.0828,
conv,66.5956,
compt,74.9492,
conv,10.9386,
conv,39.0285,
compt,62.568,
compt,35.0835,
conv,30.0471,
conv,14.0017,
compt,28.8942,
conv,32.2484,
compt,49.2039,
conv,16.5669,
conv,15.2305,
compt,30.5652,
conv,13.6724,
conv,10.3469,
conv,25.9603,
conv,16.0139,
conv,48.9964,
conv,17.5071,
conv,62.0545,
conv,59.8871,
conv,72.3573,
conv,50.5415,
conv,53.6579,
conv,42.6592,
compt,18.4229,
compt,16.9102,
compt,80.034,
compt,20.0728,
compt,83.4264,
conv,10.3176,
compt,12.9333,
conv,74.7039,
conv,54.3001,
compt,22.5883,
conv,38.1873,
compt,36.1066,
compt,21.1967,
compt,32.1955,
conv,87.8762,
compt,62.7894,
compt,29.0457,
conv,57.4165,
conv,25.39,
conv,32.016,
compt,13.8519,
conv,24.3651,
compt,24.5531,
compt,55.1021,
conv,30.4841,
conv,30.5671,
compt,11.7364,
conv,53.4959,
compt,91.9152,
conv,27.7801,
conv,19.2878,
compt,34.5313,
conv,27.4322,
conv,24.1911,
compt,28.8539,
conv,10.6465,
conv,52.2348,
conv,18.8508,
conv,23.9571,
conv,17.1876,
compt,48.7056,
compt,13.8929,
compt,48.3536,
conv,13.1249,
conv,18.9202,
conv,10.8533,
conv,79.5143,
compt,34.691,
conv,33.8856,
conv,41.0808,
conv,15.4028,
compt,39.0095,
conv,24.5548,
conv,33.7898,
compt,38.7493,
conv,10.5026,
conv,21.3979,
conv,26.4807,
compt,32.0406,
conv,21.9284,
conv,97.1408,
conv,17.8416,
compt,55.2072,
conv,40.2258,
conv,20.6129,
compt,17.1613,
conv,29.4632,
compt,100.914,
conv,102.521,
conv,13.2148,
conv,40.7874,
conv,19.9946,
compt,25.8443,
compt,15.1585,
conv,41.4868,
conv,95.0435,
compt,13.8094,
compt,20.6261,
conv,35.1612,
conv,24.4014,
compt,42.1638,
conv,10.3173,
compt,11.5199,
conv,79.571,
conv,29.0709,
conv,74.7271,
compt,11.3753,
compt,29.393,
conv,19.7779,
compt,21.2801,
conv,82.6063,
conv,28.8723,
conv,24.2792,
compt,52.2719,
conv,61.7592,
conv,31.5548,
conv,15.6172,
conv,19.7444,
compt,46.4693,
conv,82.1529,
compt,31.4256,
conv,85.8998,
conv,34.5327,
conv,10.3046,
conv,22.5339,
conv,44.119,
compt,20.5604,
conv,18.9029,
compt,45.7295,
conv,47.0814,
compt,37.2978,
compt,28.6859,
conv,34.1574,
conv,44.2654,
conv,24.2412,
compt,67.675,
compt,46.48,
conv,56.5037,
conv,72.3315,
conv,29.7311,
compt,29.2433,
conv,90.5378,
compt,47.2299,
conv,42.3734,
conv,46.7434,
conv,17.4146,
conv,30.2491,
compt,40.4321,
conv,55.3187,
conv,17.145,
conv,15.5392,
compt,49.7529,
conv,16.1675,
compt,36.0754,
conv,11.659,
compt,37.4192,
conv,11.8915,
conv,11.946,
compt,22.1014,
conv,10.3622,
compt,12.9912,
conv,27.0814,
compt,56.497,
conv,15.2127,
conv,12.586,
conv,32.8063,
conv,14.9837,
conv,62.7405,
compt,80.4695,
conv,10.2793,
compt,53.9591,
conv,37.6267,
compt,21.3284,
conv,40.119,
conv,80.2646,
conv,12.0738,
conv,13.4623,
conv,13.0972,
conv,27.6115,
conv,52.7507,
conv,37.7174,
compt,43.9355,
conv,27.9554,
conv,37.2189,
conv,19.896,
compt,38.4221,
compt,50.0739,
conv,21.3307,
conv,56.6755,
conv,19.3219,
conv,11.0376,
compt,32.5327,
compt,68.7814,
conv,13.6737,
conv,57.5785,
conv,62.1078,
compt,54.7846,
compt,15.2353,
conv,21.59,
conv,90.3981,
conv,41.1329,
conv,12.0613,
compt,40.1084,
conv,31.8962,
conv,12.584,
conv,52.8088,
compt,101.605,
conv,83.2445,
conv,11.2035,
conv,31.8641,
conv,39.053,
compt,33.3622,
conv,42.011,
conv,25.9017,
compt,10.9699,
compt,21.6435,
conv,41.0806,
conv,16.337,
conv,63.2743,
conv,28.0635,
compt,15.5583,
conv,68.7575,
compt,24.7252,
conv,17.8462,
conv,47.2784,
conv,83.3444,
conv,12.7391,
conv,14.9071,
conv,20.1796,
conv,34.0919,
conv,12.0102,
conv,27.1844,
conv,36.2125,
compt,13.6343,
conv,11.216,
conv,15.7616,
compt,16.9215,
conv,35.6211,
conv,25.7145,
compt,17.926,
conv,44.8485,
conv,64.0171,
conv,73.8877,
conv,15.956,
conv,57.002,
compt,16.0954,
conv,34.4788,
conv,39.8604,
compt,19.5894,
conv,34.7767,
conv,14.2043,
compt,23.4336,
conv,31.4633,
conv,27.8905,
conv,38.9999,
compt,99.3309,
compt,17.5253,
conv,63.1676,
compt,27.2395,
conv,16.5177,
conv,10.045,
conv,19.7422,
conv,16.7746,
conv,13.1695,
compt,44.844,
conv,35.8524,
compt,10.1311,
conv,28.8437,
conv,27.4365,
compt,54.2815,
compt,42.9802,
conv,43.678,
conv,68.134,
compt,39.5215,
conv,73.2074,
conv,82.023,
conv,83.6244,
conv,43.8481,
conv,21.0198,
conv,14.2879,
conv,15.1764,
conv,52.0696,
conv,30.8528,
conv,56.2935,
compt,69.7293,
conv,81.1412,
compt,67.4894,
compt,70.3863,
compt,43.9951,
conv,14.1688,
conv,17.1338,
conv,12.7809,
conv,18.3734,
compt,38.4196,
conv,10.3426,
conv,67.7799,
conv,46.4714,
conv,18.2747,
compt,51.6155,
compt,53.6176,
compt,13.4021,
conv,23.6005,
conv,32.5014,
compt,50.12,
compt,79.3357,
compt,48.5819,
conv,83.649,
conv,18.7685,
compt,15.6547,
compt,105.162,
conv,12.101,
compt,14.9232,
conv,11.2118,
conv,37.8063,
compt,48.6538,
conv,11.8557,
compt,19.6414,
conv,31.2832,
conv,57.626,
conv,55.4489,
compt,10.1642,
compt,15.2364,
compt,15.6028,
compt,22.5772,
conv,44.6011,
compt,55.1596,
conv,62.0256,
conv,24.8342,
conv,34.7614,
compt,37.0619,
conv,10.5234,
conv,48.9985,
conv,18.4342,
conv,46.3664,
conv,36.8755,
conv,75.9579,
conv,63.2014,
conv,25.3547,
compt,58.4211,
conv,19.4086,
conv,22.0369,
compt,38.2332,
compt,20.2185,
conv,58.4032,
conv,49.5078,
compt,51.5067,
compt,30.9375,
compt,41.0537,
compt,38.7023,
conv,97.9217,
conv,17.5355,
conv,20.5588,
conv,12.9093,
conv,11.4636,
compt,14.969,
conv,63.2838,
conv,16.6778,
conv,10.6324,
conv,27.9815,
conv,23.0474,
compt,23.0386,
conv,40.8362,
conv,70.3987,
conv,11.7127,
compt,22.0893,
conv,34.6392,
conv,24.8853,
conv,11.9626,
compt,34.5567,
conv,28.7054,
conv,21.7185,
conv,77.575,
conv,43.0674,
conv,29.1148,
compt,31.3793,
compt,15.6869,
conv,12.6096,
conv,20.4704,
compt,11.8962,
conv,36.3449,
conv,14.1712,
compt,15.0566,
compt,31.6349,
conv,27.4023,
compt,16.8744,
conv,101.479,
conv,25.8071,
conv,45.9779,
conv,45.3766,
conv,58.3381,
compt,85.9273,
conv,96.8505,
compt,13.5306,
conv,37.3207,
compt,25.2099,
conv,46.8612,
conv,16.4849,
conv,99.1494,
compt,62.8686,
conv,34.3069,
conv,17.5788,
conv,41.6593,
conv,18.0078,
compt,50.3829,
conv,13.2992,
conv,21.2023,
compt,48.8175,
compt,13.3196,
conv,17.0087,
conv,29.0522,
compt,28.7908,
conv,12.7002,
conv,28.4616,
conv,26.6705,
conv,26.9404,
compt,20.7786,
conv,27.8757,
compt,77.0572,
conv,54.4625,
compt,29.3874,
compt,35.0977,
conv,78.453,
compt,46.0973,
conv,15.3204,
conv,33.0026,
compt,86.4874,
conv,46.1241,
conv,40.2627,
compt,15.8477,
conv,51.0092,
conv,20.5459,
conv,14.1687,
conv,43.8449,
conv,48.4567,
conv,34.3414,
conv,13.744,
conv,26.7721,
compt,40.6405,
conv,37.5386,
compt,21.2533,
conv,60.4585,
compt,54.5554,
conv,16.6526,
conv,20.0885,
conv,10.9497,
conv,45.8039,
compt,26.9607,
compt,16.7221,
conv,21.7446,
conv,18.3092,
compt,15.476,
compt,35.1274,
conv,24.6333,
compt,25.6727,
conv,23.9252,
conv,27.5837,
conv,23.0871,
conv,17.6275,
compt,17.6402,
conv,105.368,
compt,39.284,
conv,18.804,
conv,90.1515,
conv,35.6208,
compt,51.0497,
conv,16.5842,
conv,13.9484,
conv,40.4077,
compt,12.8001,
compt,49.7291,
compt,53.4833,
conv,16.2146,
conv,15.671,
conv,16.7386,
compt,52.2961,
conv,21.8306,
compt,24.1689,
compt,19.4818,
conv,105.238,
conv,12.9702,
conv,108.51,
compt,34.9401,
conv,45.2632,
conv,25.813,
conv,10.2188,
compt,44.088,
conv,28.3544,
conv,29.7669,
conv,48.6732,
compt,63.0182,
conv,28.2006,
compt,109.229,
conv,57.319,
conv,12.1446,
conv,12.8415,
conv,11.653,
conv,49.0024,
conv,18.8419,
conv,67.8791,
conv,30.0162,
compt,11.1313,
conv,65.2556,
compt,41.5228,
conv,56.7977,
compt,54.8919,
conv,18.8222,
conv,57.239,
conv,30.5837,
compt,14.3555,
conv,15.0996,
conv,30.6991,
compt,37.4583,
conv,46.7928,
conv,23.092,
compt,21.7592,
compt,24.9842,
conv,41.3476,
conv,12.0487,
compt,13.2529,
conv,39.1037,
compt,53.8223,
conv,29.9443,
conv,13.5052,
conv,25.8114,
compt,39.1922,
conv,17.061,
conv,32.815,
conv,15.8093,
compt,38.9816,
conv,15.7265,
compt,51.0706,
conv,51.809,
conv,65.8517,
conv,24.0923,
conv,38.1951,
compt,27.168,
compt,27.0197,
conv,23.5422,
compt,19.4276,
conv,60.6021,
compt,14.9092,
conv,30.889,
compt,40.2701,
conv,35.9709,
compt,37.7186,
compt,32.2365,
compt,25.7916,
conv,40.1311,
conv,29.5678,
conv,38.5275,
conv,22.3926,
conv,12.7326,
conv,48.764,
conv,24.8411,
conv,46.826,
conv,27.144,
conv,68.1027,
compt,79.5722,
conv,13.1651,
conv,40.3025,
conv,34.1509,
conv,13.2783,
conv,42.3137,
conv,35.6139,
conv,75.4778,
conv,14.1445,
conv,13.28,
compt,25.8357,
compt,42.6628,
conv,71.5217,
conv,13.5492,
compt,40.7856,
compt,32.0907,
compt,56.5307,
conv,60.4712,
conv,49.9442,
conv,57.4887,
conv,36.0178,
conv,65.7024,
compt,53.4036,
conv,15.9972,
conv,87.6918,
conv,17.1302,
compt,34.7937,
conv,44.364,
conv,47.1188,
conv,45.0825,
conv,37.5732,
conv,14.7484,
conv,29.498,
conv,11.9388,
conv,33.8313,
conv,28.8416,
conv,14.8068,
conv,78.6612,
conv,44.0252,
compt,19.0735,
conv,23.8202,
conv,13.3329,
compt,34.2482,
compt,22.4083,
conv,11.266,
compt,24.6758,
conv,15.1215,
conv,99.755,
conv,14.0553,
compt,41.6514,
conv,49.0577,
compt,90.34,
compt,17.698,
conv,37.9743,
compt,17.2634,
conv,65.3924,
compt,72.7595,
compt,22.5224,
conv,12.7695,
conv,34.0775,
compt,20.8659,
conv,14.8339,
compt,61.9989,
compt,32.6549,
compt,42.9903,
conv,24.4346,
compt,16.3149,
conv,16.464,
conv,26.1101,
conv,26.9613,
conv,19.1527,
compt,25.3636,
conv,35.8543,
compt,44.766,
compt,11.3585,
conv,29.3033,
conv,41.3161,
conv,12.8716,
conv,53.2094,
conv,22.8423,
conv,31.2807,
conv,70.6729,
compt,62.5406,
conv,25.3105,
conv,31.5821,
conv,41.1873,
conv,16.3516,
compt,12.1,
conv,28.3044,
conv,33.339,
compt,28.4004,
conv,40.4248,
conv,36.5139,
conv,29.6457,
conv,19.0248,
compt,14.3474,
conv,17.4372,
conv,66.2144,
conv,18.9316,
conv,39.4553,
compt,39.0447,
compt,19.5185,
conv,55.66,
conv,35.9223,
compt,70.078,
compt,46.4435,
conv,15.025,
compt,44.2617,
compt,10.0925,
conv,33.4349,
conv,12.1458,
compt,39.4806,
conv,78.9457,
compt,42.7907,
conv,13.8389,
conv,60.4162,
conv,74.2918,
conv,44.4586,
conv,86.2182,
conv,27.9805,
conv,21.0075,
conv,20.0271,
conv,52.3532,
conv,32.3369,
compt,10.0563,
compt,20.0034,
conv,20.2368,
compt,19.8088,
conv,18.6169,
conv,32.5688,
compt,10.4575,
conv,27.4789,
conv,27.2674,
conv,37.3909,
conv,45.7235,
compt,20.6498,
conv,18.8842,
conv,12.3777,
compt,100.426,
conv,30.1182,
compt,25.8219,
compt,37.3072,
compt,28.0007,
compt,10.6117,
compt,21.2992,
compt,20.0237,
compt,19.1549,
conv,13.3092,
conv,32.4905,
conv,40.9299,
conv,69.8481,
compt,10.9535,
conv,14.0718,
conv,43.6506,
conv,81.8669,
conv,44.5233,
conv,10.024,
conv,25.8247,
compt,11.5204,
conv,22.5622,
compt,49.7425,
conv,15.9266,
conv,26.3353,
conv,22.8316,
conv,25.3032,
compt,75.0387,
conv,27.1677,
conv,13.8851,
compt,14.1322,
compt,57.08,
conv,51.7424,
compt,15.4986,
conv,29.7066,
conv,51.6822,
conv,24.3206,
conv,20.4992,
conv,44.2669,
conv,32.8545,
conv,29.3159,
conv,29.9338,
conv,47.4364,
conv,44.1328,
compt,47.729,
compt,69.1578,
compt,30.315,
conv,12.4178,
conv,11.3442,
conv,25.1958,
compt,15.6034,
conv,53.4752,
compt,36.3968,
compt,38.6021,
conv,11.4395,
compt,28.3777,
conv,25.1339,
conv,24.0796,
conv,16.5297,
conv,77.628,
conv,44.3557,
conv,25.7919,
conv,14.3412,
conv,25.7598,
conv,28.5832,
conv,29.1288,
compt,50.8365,
compt,39.6629,
conv,27.8997,
compt,46.065,
conv,59.2791,
compt,37.587,
conv,17.8061,
compt,17.8882,
compt,28.7534,
conv,27.3059,
conv,22.4662,
compt,16.2568,
conv,22.9878,
compt,13.3429,
conv,16.9166,
conv,47.4419,
conv,18.1682,
compt,41.9014,
conv,12.5048,
compt,14.6465,
conv,83.1189,
conv,23.8393,
conv,83.2114,
conv,23.2795,
conv,79.0911,
conv,19.2823,
compt,38.1867,
conv,15.8101,
conv,14.4434,
conv,17.6166,
conv,25.853,
compt,29.0139,
conv,42.5242,
compt,32.8575,
conv,12.496,
conv,19.7841,
conv,76.0615,
conv,81.1128,
compt,27.2353,
conv,86.2113,
conv,12.368,
conv,89.8783,
conv,15.5971,
compt,10.1065,
conv,34.1472,
conv,43.3767,
compt,52.8027,
conv,17.4248,
conv,75.4263,
conv,20.2255,
compt,20.7089,
