process,distance,
compt,28.45,
conv,34.404,
compt,47.1424,
compt,26.9634,
compt,38.0764,
conv,13.0529,
compt,30.1679,
conv,49.3477,
compt,48.8119,
conv,16.5351,
conv,49.6506,
compt,17.4622,
conv,28.7094,
compt,33.2462,
conv,15.004,
conv,47.3433,
conv,76.437,
conv,56.9569,
compt,16.0722,
compt,11.5721,
compt,56.2298,
conv,21.8496,
compt,20.141,
conv,26.7635,
compt,13.289,
compt,22.0992,
compt,18.2566,
compt,35.7477,
conv,47.8176,
conv,50.5546,
compt,20.676,
compt,17.9241,
compt,81.4276,
compt,92.6167,
compt,26.0912,
compt,15.8116,
compt,18.3123,
compt,24.8706,
compt,44.6335,
compt,45.4482,
compt,41.3568,
conv,59.27,
compt,18.8738,
compt,31.1631,
conv,15.0863,
compt,11.4843,
conv,21.4603,
compt,20.14,
compt,24.3297,
compt,11.7538,
compt,44.4368,
compt,64.5812,
compt,10.5699,
conv,20.7436,
compt,40.8379,
compt,20.6605,
compt,61.7839,
conv,67.6839,
compt,14.9764,
conv,15.9649,
conv,22.4594,
conv,53.6725,
compt,12.6299,
conv,48.2228,
compt,97.8145,
conv,49.5579,
conv,22.4283,
compt,46.1358,
conv,25.6562,
compt,52.9291,
conv,14.1513,
conv,23.2165,
compt,18.2586,
compt,17.0981,
compt,32.4339,
conv,89.8023,
conv,14.1346,
compt,46.6878,
compt,18.2471,
compt,73.8069,
compt,49.7262,
conv,19.65,
compt,41.3422,
conv,12.7321,
compt,26.9932,
compt,48.6842,
compt,25.1755,
conv,95.1936,
compt,28.1651,
compt,22.6154,
conv,41.9738,
compt,15.997,
compt,42.5246,
compt,21.7682,
compt,69.5688,
compt,62.2625,
compt,55.8417,
compt,22.7984,
conv,51.1463,
compt,27.7047,
compt,22.1734,
conv,34.8142,
conv,63.1245,
compt,13.2425,
conv,58.0991,
conv,42.9616,
compt,27.0435,
conv,31.2269,
compt,42.2002,
compt,24.8838,
compt,19.5972,
conv,10.6637,
conv,17.9661,
compt,10.2337,
compt,15.38,
compt,15.0894,
conv,41.6294,
conv,33.9078,
compt,12.1724,
conv,36.8433,
conv,18.2562,
conv,36.8307,
conv,11.9452,
conv,19.6183,
conv,64.4816,
conv,47.3559,
conv,90.646,
conv,55.3236,
compt,10.3973,
conv,25.5214,
compt,27.1748,
compt,30.0326,
conv,14.6924,
compt,26.8139,
compt,49.3126,
conv,15.3161,
conv,33.0293,
conv,46.8814,
conv,13.4702,
compt,13.5703,
compt,20.576,
compt,15.504,
compt,11.3907,
conv,13.3306,
compt,12.6194,
compt,19.9405,
compt,77.6776,
conv,11.7005,
compt,13.5526,
compt,32.2129,
compt,14.9046,
compt,18.3956,
compt,26.2969,
conv,29.4898,
conv,26.413,
compt,11.4141,
compt,71.602,
compt,86.9623,
conv,35.5027,
conv,32.5747,
compt,10.8164,
conv,43.1663,
conv,15.7292,
compt,13.5451,
compt,16.0622,
compt,10.9375,
conv,28.1686,
compt,18.0224,
conv,14.3261,
conv,36.3355,
conv,37.4701,
conv,14.721,
conv,15.6751,
compt,36.0431,
conv,34.31,
compt,12.4587,
compt,48.5636,
conv,34.8636,
conv,22.037,
compt,29.8921,
conv,52.0533,
conv,14.8185,
conv,27.7319,
compt,35.4297,
compt,45.8655,
conv,98.6133,
conv,19.0474,
compt,35.6331,
conv,92.9351,
conv,13.5929,
conv,84.9497,
compt,103.351,
compt,22.1288,
conv,27.0318,
compt,66.4339,
conv,100.49,
compt,57.3314,
conv,17.7704,
conv,18.8177,
conv,58.1934,
compt,18.6343,
conv,28.3519,
conv,73.1412,
compt,18.2546,
compt,30.018,
compt,35.6031,
compt,32.0623,
compt,27.9304,
conv,49.5042,
conv,24.6356,
conv,10.6115,
compt,19.9183,
compt,50.7904,
compt,17.9986,
conv,37.8212,
compt,34.2534,
compt,26.5593,
compt,47.9326,
compt,52.2922,
conv,27.1916,
conv,11.4541,
compt,10.5329,
compt,22.057,
conv,23.1684,
compt,60.991,
conv,21.3429,
compt,30.8732,
compt,28.588,
conv,76.4766,
compt,58.9641,
compt,17.0959,
conv,49.8136,
compt,23.3051,
compt,12.7525,
conv,56.1409,
conv,27.8346,
compt,19.2537,
compt,30.9421,
compt,71.3905,
conv,13.6861,
compt,28.6644,
compt,39.3216,
conv,21.1915,
conv,23.22,
conv,18.7018,
conv,53.65,
compt,78.4321,
conv,71.6647,
conv,12.1424,
conv,76.718,
conv,22.8841,
conv,13.8441,
conv,82.3802,
compt,12.0151,
compt,10.6469,
compt,10.4795,
conv,60.6038,
compt,42.2724,
conv,40.1236,
compt,19.2949,
compt,36.4281,
conv,18.4957,
compt,22.4494,
conv,81.8609,
conv,18.4374,
compt,45.6365,
conv,56.3454,
compt,41.9344,
conv,53.562,
compt,29.2118,
compt,12.7507,
compt,46.3347,
compt,13.8082,
compt,23.3916,
compt,20.7612,
conv,50.4763,
compt,50.7863,
conv,73.3538,
compt,104.435,
conv,22.0062,
conv,16.9675,
conv,12.0262,
conv,12.3781,
compt,21.7343,
compt,57.2793,
compt,13.7438,
compt,72.7524,
compt,24.8728,
conv,83.2111,
conv,69.7437,
compt,28.0264,
conv,35.8777,
compt,23.8651,
compt,74.5872,
compt,23.4609,
compt,69.0723,
compt,107.362,
conv,24.723,
compt,94.5393,
compt,14.0402,
conv,42.3434,
compt,14.2721,
conv,74.397,
conv,31.4545,
compt,10.7928,
compt,99.6416,
compt,10.0916,
conv,21.9777,
compt,31.8282,
conv,13.0672,
compt,20.117,
compt,22.4126,
compt,68.8924,
compt,36.241,
compt,26.128,
conv,58.4816,
compt,54.4736,
compt,21.739,
compt,23.8354,
compt,19.2124,
compt,36.9294,
compt,19.4731,
conv,11.2851,
compt,24.2024,
compt,46.3429,
compt,23.7453,
conv,58.8998,
conv,28.2329,
conv,71.9599,
compt,26.2239,
compt,26.9039,
compt,15.4823,
compt,30.9032,
conv,29.7947,
conv,19.2793,
compt,12.3786,
compt,47.0286,
conv,23.7992,
compt,85.0167,
conv,35.2466,
conv,54.4078,
compt,39.1007,
compt,27.2858,
compt,15.8322,
conv,30.677,
conv,16.6943,
compt,25.1918,
conv,12.1822,
conv,17.6514,
compt,10.7018,
compt,31.6576,
compt,65.1244,
conv,11.2042,
conv,28.3183,
compt,12.2743,
compt,24.2658,
conv,41.5357,
conv,28.5518,
conv,95.7991,
compt,17.7057,
conv,46.219,
compt,73.8268,
compt,45.1078,
compt,67.7596,
compt,31.8427,
compt,41.9752,
conv,36.5543,
conv,16.4987,
conv,38.5649,
conv,25.7168,
conv,46.0303,
compt,31.0387,
compt,21.2494,
conv,20.3657,
compt,13.1656,
conv,11.4401,
conv,14.6725,
compt,34.3781,
conv,19.6663,
conv,19.2174,
conv,35.4508,
conv,44.3697,
compt,19.6683,
compt,21.9203,
compt,64.6282,
conv,46.0452,
compt,13.5618,
compt,71.6498,
conv,31.7483,
conv,73.7883,
compt,21.6149,
compt,12.229,
conv,10.962,
compt,19.4115,
conv,27.0305,
compt,30.646,
compt,68.8173,
compt,29.2402,
compt,66.3246,
compt,41.3775,
conv,22.9747,
conv,57.1734,
conv,44.0683,
compt,90.4455,
conv,18.3376,
conv,78.6932,
conv,16.8572,
conv,29.0932,
compt,37.522,
conv,14.3712,
compt,50.2233,
conv,106.686,
conv,33.5868,
compt,63.1879,
compt,18.2084,
conv,61.8499,
compt,13.33,
compt,26.123,
compt,45.3352,
conv,30.6895,
compt,77.9585,
compt,85.186,
conv,72.0102,
compt,51.7672,
conv,82.4904,
compt,23.3881,
compt,16.694,
compt,43.8358,
compt,12.2868,
conv,53.4717,
conv,16.4137,
conv,93.0427,
compt,10.7159,
compt,14.2007,
conv,38.8502,
compt,89.2918,
conv,34.4492,
compt,50.0058,
conv,44.701,
compt,43.3577,
compt,37.6237,
compt,28.0622,
compt,29.3935,
compt,20.3595,
compt,15.3254,
conv,10.9997,
conv,16.1071,
compt,18.0867,
conv,60.6444,
compt,43.4029,
compt,39.051,
conv,20.5714,
compt,67.7661,
compt,33.6669,
compt,18.2615,
conv,23.5029,
compt,44.9981,
conv,47.6405,
compt,79.3911,
compt,11.5271,
compt,18.2463,
compt,16.6201,
compt,96.3878,
compt,16.5308,
conv,10.2351,
conv,30.4509,
conv,16.2284,
compt,10.3846,
compt,33.1217,
conv,33.8887,
compt,61.6489,
compt,37.9122,
compt,55.1275,
conv,26.4134,
compt,28.699,
conv,57.2092,
compt,34.526,
compt,15.7984,
compt,11.4074,
conv,46.9853,
conv,87.6447,
compt,99.3273,
compt,17.1803,
compt,25.9319,
conv,26.7586,
compt,32.1389,
compt,24.6434,
compt,18.4017,
conv,69.1642,
compt,29.7689,
compt,13.914,
compt,43.6875,
conv,18.3806,
conv,28.1885,
conv,13.2785,
compt,19.9231,
compt,23.0096,
compt,18.1142,
conv,23.4764,
compt,45.5398,
compt,35.4417,
compt,11.2645,
compt,22.2706,
compt,43.8996,
compt,16.9614,
conv,16.1282,
conv,17.4915,
conv,12.2961,
compt,64.4214,
compt,10.4494,
compt,27.8086,
conv,76.2094,
conv,37.7959,
compt,13.5804,
compt,18.4035,
compt,67.2777,
compt,47.8698,
compt,109.508,
conv,12.8841,
conv,54.9978,
conv,18.591,
compt,49.7778,
compt,14.4513,
conv,66.426,
conv,72.4055,
conv,71.034,
compt,34.4053,
compt,10.1796,
conv,13.6703,
compt,65.6053,
compt,100.388,
compt,36.2985,
compt,12.1224,
conv,22.1221,
conv,25.1446,
compt,57.1157,
conv,19.9692,
compt,14.3332,
compt,38.3919,
compt,10.0755,
compt,27.1551,
compt,88.9177,
compt,68.9922,
conv,53.0065,
conv,19.2813,
compt,30.2845,
compt,51.3758,
compt,72.0832,
conv,31.9663,
compt,61.5681,
compt,32.017,
compt,26.7125,
conv,26.2935,
compt,10.4451,
compt,15.8712,
compt,21.3689,
compt,34.6614,
conv,49.1578,
compt,18.9314,
compt,43.6043,
compt,16.349,
conv,12.5708,
compt,11.4399,
compt,19.3551,
conv,19.2526,
conv,17.0689,
compt,25.8406,
conv,70.2241,
conv,17.9563,
compt,60.0121,
conv,72.6324,
compt,13.181,
compt,75.6682,
conv,43.9372,
compt,23.3935,
conv,32.9217,
conv,49.5407,
compt,12.886,
compt,86.1444,
conv,29.7458,
conv,64.4822,
compt,31.9855,
compt,40.8736,
conv,60.7956,
compt,11.2222,
conv,13.6579,
compt,76.2892,
conv,29.5206,
conv,15.746,
conv,13.1343,
conv,10.6743,
conv,21.9446,
conv,51.2324,
conv,31.2874,
conv,88.599,
compt,19.3902,
conv,23.3066,
conv,58.9152,
compt,31.612,
compt,18.7564,
conv,50.6534,
compt,79.5482,
compt,15.3243,
conv,31.0612,
conv,43.3487,
conv,26.1998,
conv,76.6964,
compt,13.0928,
conv,25.1458,
compt,43.5149,
compt,21.5836,
conv,91.3435,
compt,17.1852,
compt,68.7331,
conv,48.572,
compt,21.6089,
conv,23.8743,
conv,49.2128,
conv,60.3173,
compt,10.8485,
compt,23.8054,
compt,34.069,
conv,32.0082,
conv,18.5794,
compt,56.9069,
conv,15.8643,
compt,23.5138,
conv,14.0886,
compt,50.2741,
conv,55.5227,
conv,46.1214,
compt,16.8913,
compt,26.0784,
conv,17.3908,
compt,30.1386,
compt,54.335,
compt,16.2281,
compt,65.3671,
compt,18.8711,
conv,107.43,
conv,72.3313,
compt,32.7925,
compt,24.8088,
conv,16.9149,
compt,43.5008,
compt,13.4327,
conv,61.6986,
conv,25.3647,
compt,20.8012,
compt,49.8671,
conv,75.9803,
conv,10.1703,
conv,34.9499,
conv,64.3626,
conv,41.6165,
compt,15.5643,
compt,12.9172,
compt,18.4911,
compt,17.5524,
compt,11.7246,
compt,32.1942,
compt,68.2542,
compt,38.133,
compt,30.4261,
compt,54.8663,
compt,12.9422,
compt,12.2104,
conv,60.9799,
conv,64.8476,
compt,74.5976,
conv,11.6241,
compt,11.1,
compt,55.4403,
compt,13.0574,
compt,10.4893,
compt,33.5894,
conv,82.1467,
conv,13.8774,
conv,12.3352,
conv,100.2,
conv,28.871,
conv,27.6696,
compt,38.4041,
conv,25.9263,
compt,31.7324,
compt,21.519,
conv,68.4125,
conv,10.4288,
compt,44.9447,
compt,55.5273,
compt,34.9136,
compt,26.9681,
compt,51.1335,
conv,24.1337,
compt,24.2309,
conv,13.7241,
compt,14.3188,
compt,10.1105,
compt,38.4147,
compt,72.7563,
compt,45.987,
conv,61.7178,
compt,56.7872,
conv,38.9522,
compt,77.2539,
conv,31.2226,
conv,77.7487,
conv,17.2668,
conv,85.2482,
compt,94.0327,
conv,49.991,
compt,37.6366,
compt,20.5209,
conv,13.7095,
conv,10.9162,
conv,35.5314,
conv,69.0824,
conv,62.9056,
conv,11.1748,
conv,14.9243,
conv,10.2661,
compt,55.6631,
conv,11.0665,
compt,46.0356,
conv,19.455,
conv,42.4189,
compt,100.607,
compt,80.7126,
compt,12.2037,
compt,25.7547,
conv,17.4561,
compt,83.1393,
compt,31.6614,
compt,46.8624,
compt,19.857,
conv,18.8767,
compt,13.6689,
conv,25.0247,
compt,33.4813,
conv,10.6655,
compt,39.1509,
conv,52.5383,
compt,25.865,
compt,32.2784,
compt,24.3331,
compt,38.3019,
compt,84.9783,
compt,97.3965,
conv,69.4744,
conv,43.935,
compt,76.1411,
compt,31.5328,
compt,13.9259,
conv,29.1148,
compt,24.4508,
conv,10.3252,
compt,43.0658,
compt,29.8368,
conv,32.609,
conv,76.7951,
conv,43.4348,
compt,78.0107,
conv,14.1338,
conv,60.1534,
compt,23.2889,
conv,72.3357,
compt,15.2622,
conv,39.5529,
conv,10.9294,
conv,60.633,
conv,51.522,
conv,15.8428,
conv,20.7064,
compt,13.9713,
compt,35.7377,
conv,77.0189,
conv,11.6506,
compt,40.65,
conv,11.3084,
conv,81.0521,
conv,22.8068,
compt,38.8927,
compt,41.8375,
compt,50.1604,
compt,62.4283,
compt,16.8696,
compt,51.7933,
compt,57.4459,
compt,55.5168,
conv,11.9292,
conv,43.3436,
conv,11.4163,
compt,17.3662,
conv,32.4424,
compt,41.5353,
compt,32.2836,
conv,34.3616,
conv,41.946,
compt,12.4367,
compt,43.542,
compt,14.4999,
conv,45.119,
compt,66.4787,
compt,95.6686,
compt,11.0759,
conv,23.2845,
compt,81.451,
conv,56.338,
conv,101.974,
conv,49.5594,
conv,25.6471,
compt,29.7537,
compt,11.5317,
compt,17.8499,
conv,12.8579,
compt,27.8187,
compt,38.2602,
compt,60.0269,
conv,12.662,
compt,22.2583,
conv,17.1812,
conv,37.3655,
conv,34.1657,
conv,37.4138,
compt,16.1236,
compt,26.3278,
compt,31.9448,
compt,91.6717,
conv,29.5929,
compt,62.6167,
compt,16.0334,
conv,50.4965,
compt,12.0902,
conv,30.5404,
compt,21.3214,
compt,10.4856,
compt,21.5235,
conv,12.2265,
compt,39.8355,
conv,27.2082,
compt,14.3098,
conv,19.2416,
conv,32.9706,
compt,12.7072,
conv,37.2807,
conv,25.5995,
compt,69.8605,
compt,40.1928,
conv,41.2932,
conv,36.0433,
conv,104.199,
conv,53.348,
compt,29.122,
compt,56.7026,
conv,11.0459,
compt,22.8481,
compt,12.8958,
conv,47.3419,
compt,35.01,
compt,34.3824,
compt,25.7297,
compt,15.778,
compt,33.0003,
compt,10.7505,
compt,86.9585,
compt,27.2101,
compt,17.5881,
compt,31.4837,
conv,92.6152,
conv,77.9411,
conv,59.3225,
compt,11.7326,
compt,36.1339,
conv,38.8142,
compt,38.6632,
compt,12.8491,
compt,16.464,
compt,39.3102,
compt,34.8309,
compt,13.2756,
conv,42.3783,
compt,10.5689,
conv,20.2215,
compt,25.5149,
compt,37.9261,
compt,11.3117,
compt,17.7297,
conv,19.3055,
compt,90.9641,
compt,21.6361,
compt,35.7021,
conv,21.2161,
conv,38.3626,
conv,20.9277,
conv,46.0194,
conv,54.1,
compt,18.6786,
conv,22.0171,
conv,14.2344,
compt,53.2774,
compt,55.6154,
conv,13.9271,
conv,39.4231,
compt,43.5228,
compt,11.3438,
conv,13.1486,
conv,14.7315,
conv,45.0666,
conv,41.5848,
compt,14.6263,
compt,61.8494,
compt,12.3735,
compt,18.8925,
compt,10.2673,
compt,48.3148,
conv,36.5848,
compt,20.9021,
conv,22.4463,
compt,45.1664,
conv,18.409,
conv,54.0473,
conv,34.4994,
conv,12.0836,
compt,21.9919,
compt,29.9763,
compt,34.006,
compt,26.7598,
conv,47.7401,
conv,75.8635,
compt,54.9751,
compt,26.3576,
conv,48.5777,
conv,93.8277,
conv,45.4175,
compt,27.2271,
compt,99.122,
conv,69.8773,
compt,41.7253,
compt,23.0541,
compt,14.8916,
conv,64.0158,
compt,22.8099,
conv,18.0948,
compt,26.7027,
compt,22.1089,
compt,63.0969,
compt,38.3034,
conv,13.5687,
compt,12.6125,
compt,35.8329,
compt,17.9619,
compt,16.4527,
conv,15.8696,
conv,56.3134,
compt,11.1966,
conv,49.968,
compt,87.4688,
compt,11.4351,
conv,13.3031,
conv,79.1391,
conv,107.657,
compt,13.6126,
compt,12.2319,
conv,30.4413,
compt,22.2876,
conv,20.4144,
conv,28.3104,
conv,75.7498,
compt,30.5696,
compt,13.0742,
compt,16.3771,
conv,51.2888,
compt,19.3977,
conv,27.6244,
conv,17.395,
compt,50.1719,
compt,40.6969,
compt,17.2767,
conv,10.3675,
compt,13.1478,
compt,11.3947,
compt,103.829,
compt,11.2159,
conv,26.3083,
conv,16.8143,
conv,33.8181,
conv,42.5396,
compt,12.5534,
compt,10.3707,
compt,13.104,
conv,68.0761,
conv,14.5218,
compt,26.2083,
conv,15.2057,
compt,39.1179,
compt,40.3075,
compt,18.1423,
conv,24.488,
compt,19.9332,
conv,27.373,
conv,31.3912,
compt,23.8113,
compt,33.4191,
conv,18.624,
compt,56.7982,
compt,81.502,
compt,11.9609,
compt,22.0275,
compt,46.1223,
compt,53.0864,
compt,31.5608,
compt,13.7168,
compt,35.811,
compt,27.7007,
compt,35.385,
compt,56.7039,
conv,87.1863,
compt,21.0214,
conv,27.3611,
compt,33.2831,
conv,83.7624,
compt,17.7552,
compt,43.816,
compt,52.9593,
compt,20.2212,
conv,79.4749,
compt,50.6789,
compt,12.9632,
conv,21.1097,
compt,30.7438,
conv,21.7827,
conv,10.8616,
conv,81.3937,
compt,11.6215,
compt,67.7751,
conv,15.1161,
compt,51.4542,
conv,76.3146,
compt,17.1288,
compt,91.9289,
conv,34.5322,
conv,51.0593,
compt,57.4065,
compt,16.8757,
conv,16.0774,
conv,39.2889,
conv,38.1391,
compt,95.7633,
compt,30.0682,
conv,17.9558,
compt,14.9756,
compt,11.6574,
conv,50.5986,
compt,11.9682,
compt,50.3147,
conv,28.5486,
compt,22.8717,
conv,58.2411,
conv,12.9015,
compt,21.753,
compt,16.1026,
conv,14.8052,
compt,19.1183,
compt,35.4796,
compt,62.0054,
conv,14.7829,
conv,44.6153,
conv,24.2665,
conv,39.0828,
compt,51.9055,
compt,27.8907,
compt,23.4894,
compt,32.0089,
conv,46.9149,
conv,55.1239,
compt,33.3653,
compt,16.7431,
compt,49.9098,
compt,26.5735,
compt,34.5614,
conv,49.4761,
compt,12.2429,
conv,13.538,
compt,37.1455,
compt,18.4965,
compt,32.4323,
conv,60.4029,
compt,18.5768,
compt,31.9509,
conv,26.08,
compt,14.1894,
conv,25.8464,
compt,80.7999,
compt,37.4993,
conv,109.678,
conv,13.6371,
conv,106.017,
compt,22.84,
conv,20.8014,
compt,32.4433,
compt,47.4598,
conv,92.0999,
conv,11.2573,
conv,14.576,
conv,46.7762,
conv,13.2182,
conv,58.346,
compt,23.2777,
conv,48.3491,
compt,14.609,
conv,55.6109,
compt,47.6823,
conv,59.4097,
compt,45.8809,
compt,28.915,
conv,68.7259,
conv,11.246,
compt,16.5831,
conv,25.3424,
conv,99.1995,
compt,24.4635,
conv,86.2676,
compt,21.4155,
compt,30.73,
conv,20.3803,
conv,40.0652,
conv,41.2438,
conv,48.1583,
compt,36.6305,
conv,37.5259,
conv,23.1614,
compt,30.2856,
compt,109.889,
compt,28.9411,
compt,22.7716,
compt,26.9167,
compt,60.722,
compt,10.4385,
compt,13.9904,
compt,28.432,
conv,31.1107,
compt,107.383,
compt,28.9299,
conv,34.3281,
conv,32.7313,
compt,37.8374,
compt,48.0655,
compt,14.352,
compt,11.8596,
conv,35.1017,
conv,57.5236,
compt,20.4896,
compt,37.5077,
conv,20.6164,
conv,31.3364,
compt,13.8378,
conv,73.9515,
compt,17.2819,
conv,50.869,
compt,16.6624,
compt,21.9049,
compt,18.6921,
compt,37.2687,
compt,49.0988,
conv,41.1436,
conv,11.4882,
compt,57.6202,
compt,32.8362,
conv,26.4107,
compt,30.3268,
conv,60.6474,
compt,21.4194,
compt,34.1135,
conv,70.437,
compt,20.8844,
compt,38.5458,
compt,21.7532,
compt,32.8937,
compt,34.3828,
compt,40.6339,
compt,10.9644,
conv,36.9504,
compt,35.1427,
conv,106.021,
compt,14.1027,
compt,13.1987,
conv,38.6447,
compt,15.5765,
conv,37.7949,
compt,34.2989,
compt,22.701,
compt,20.7086,
compt,18.9709,
conv,34.5442,
compt,13.7707,
compt,10.438,
conv,19.949,
conv,29.9079,
compt,58.6589,
compt,22.9953,
compt,10.173,
compt,12.3888,
compt,10.2778,
compt,63.9632,
compt,44.1773,
compt,47.2378,
conv,58.5712,
compt,73.7935,
compt,27.5609,
compt,51.0787,
compt,95.5218,
conv,27.1915,
compt,76.4475,
conv,10.7562,
compt,26.1588,
conv,30.787,
compt,83.3485,
compt,65.142,
compt,59.0549,
compt,17.3242,
compt,12.6148,
compt,52.292,
conv,11.4593,
compt,20.2168,
compt,24.1999,
conv,11.8178,
compt,18.376,
conv,19.1291,
compt,23.0767,
conv,37.3268,
compt,31.0609,
compt,23.3193,
compt,11.2875,
conv,28.3325,
compt,12.6141,
compt,11.7158,
conv,42.7837,
compt,20.6139,
conv,10.933,
compt,13.1389,
compt,42.4219,
compt,53.6654,
conv,31.3363,
compt,16.693,
compt,31.9759,
compt,11.2476,
compt,41.546,
compt,12.9956,
conv,15.0118,
compt,31.4971,
compt,67.1503,
compt,11.4795,
compt,12.0124,
compt,13.6256,
compt,17.2582,
conv,17.0337,
compt,79.2725,
conv,52.7062,
compt,17.0219,
conv,10.331,
compt,19.5284,
compt,97.0891,
compt,14.4674,
conv,70.4248,
compt,85.5573,
conv,30.4782,
compt,68.0549,
compt,84.5142,
compt,41.6003,
conv,69.4799,
compt,21.8011,
conv,61.4501,
conv,26.743,
compt,23.2921,
conv,31.124,
conv,44.1795,
conv,11.27,
compt,45.9998,
conv,27.5146,
compt,12.5226,
conv,83.0314,
compt,10.6568,
compt,29.4289,
compt,10.0457,
compt,16.0574,
compt,51.1744,
conv,13.8407,
compt,42.2018,
conv,11.7272,
compt,23.4454,
conv,15.4021,
conv,104.62,
compt,24.6697,
conv,95.6473,
conv,16.2174,
conv,15.545,
compt,64.7772,
conv,59.1372,
compt,14.3918,
compt,43.7001,
compt,84.2423,
conv,40.1396,
conv,12.2389,
compt,35.1674,
compt,100.56,
compt,25.3364,
compt,13.3618,
compt,38.0693,
compt,18.1623,
conv,39.6843,
conv,32.4447,
compt,14.9694,
compt,14.1184,
conv,65.5929,
conv,34.2375,
